File1_Index,File2_Index,File1_Description,File2_Description,Similarity_Score
191,50,"approx 20.20 csm fixing wag 21 , csm standing middle wag , 2 youths 1 wearing black carrying nike rucksack grey tracksuit . youth black said comes train pushed paddle wag entry trying force way past csm standing . csm ask thought asked youth leaving . youth stood csm said youth needed leaving police called . youth leave btp called csm reference 679/16092023 . phone csa heard youth say 's good get lift home . youth black main person youth grey tracksuit say anything time . youths put face mask .","black around 40-50 yrs old rudely tells open gate , asked came .he said came hammersmith .as rude aggressive told wait enquire hammersmith swore calling fucking indian sikh .called hammersmith allow anyone go .. pushes gates exits station",0.80085987
192,10,"csm called attend incident staff assaulted metropolitan gate line . customer demanded speak manager . csm asked -btp called made way control room . csa assaulted inside . csa stated want police called wanted suspect leave station . suspect made way stairs platform 2 boarded 405 amersham . csa advised gateline approached 2 females . inquired chiltern service ( cancelled due signal issues marylebone amersham ) . customers advised situation given directions amersham metropolitan line continue journey . one females asked getting refund ticket . csa advised would need contact chiltern rail services get refund . one females began growing restless aggressive . csa repeated information several times . slurring words , alcohol could smelled becoming aggressive . csa decided take situation made way staff area . followed still remonstrating . csa went staff area blocked door could close . csa asked leave began scuffling course , wrist scratched door . csa made way control room report . spoke css went speak woman demanded speak manager . suspect description : , approx 35 years old . mixed race . wearing pink miniskirt . csa offered duty care . shaken need help . csa offered medical assistance stated required . csa asked advised report btp want happen .. csm advised csa report using waasb advised csa eirf would completed . near end shift impact station , csa allowed end duty","morning pti platform 3 & 4 heard woman shouting language couldnt understand . individual shouting customers walking swearing english rest another language , went check ( train left platform 3 ) carried verbally aggressive customers . css mobile called , escorted platform 2 take uxbridge train . body worn didnt work straight away . n : 255707",0.8042083
192,18,"csm called attend incident staff assaulted metropolitan gate line . customer demanded speak manager . csm asked -btp called made way control room . csa assaulted inside . csa stated want police called wanted suspect leave station . suspect made way stairs platform 2 boarded 405 amersham . csa advised gateline approached 2 females . inquired chiltern service ( cancelled due signal issues marylebone amersham ) . customers advised situation given directions amersham metropolitan line continue journey . one females asked getting refund ticket . csa advised would need contact chiltern rail services get refund . one females began growing restless aggressive . csa repeated information several times . slurring words , alcohol could smelled becoming aggressive . csa decided take situation made way staff area . followed still remonstrating . csa went staff area blocked door could close . csa asked leave began scuffling course , wrist scratched door . csa made way control room report . spoke css went speak woman demanded speak manager . suspect description : , approx 35 years old . mixed race . wearing pink miniskirt . csa offered duty care . shaken need help . csa offered medical assistance stated required . csa asked advised report btp want happen .. csm advised csa report using waasb advised csa eirf would completed . near end shift impact station , csa allowed end duty","ic1 wearing black tracksuit hoodie , 17 years age sitting cou course floor . approached stated hes life , prison 9 months family members go . left station distressed around 30 minutes came back attempting push barriers . stopped ran . btp attended station",0.8008926
201,66,19.35 css 2 break platform 2 sitting bench towards front.see 2 xyouth smoking travelling e scooter css advised u cant smoke cant travel e scooter.then started swearing showing fingers.i said call btp 1xyouth started pulling trousers showing backside.i rang css duty call btp hearing youths made way upstairs . 19.45 css2 saw 2xyouths messing around ticket hall climbing riding escorted around circle inside station . 19 ; 50 css 1 gate line dealing customer 2xyouths started abusing intimidated her.css1 decided come felt scared css1 open gates youths followed behind back told dont come behind back fill scared . abused saying u want see private parts twice her.css1 made way office . 19:55 css2 call btp via 999 ref 369/28092023 issued . 20:00 css2 csa body cam made way upstairs near entrance awaiting btp 2xyouths swear csa awaits . 20:10 btp station youths started running inside upper car park css2 advised btp location 2xyouths got arrested . 20:25 btp makes way 2xyouths car statement css2 css1.btp advised ring come tomorrow full statement .,"aged approximately 40 wearing blue black tracksuit filming poms went station , came back gate line minutes tapped started film bottom lift 1. randy sst ask man everything okay became agitated aggressive asked police . left station , thought behaviour suspicious reported css mariatu advised complete waasb .",0.80450743
202,66,19.35 css 2 break platform 2 sitting bench towards front.see 2 xyouth smoking travelling e scooter css advised u cant smoke cant travel e scooter.then started swearing showing fingers.i said call btp 1xyouth started pulling trousers showing backside.i rang css duty call btp hearing youths made way upstairs . 19.45 css2 saw 2xyouths messing around ticket hall climbing riding escorted around circle inside station . 19 ; 50 css 1 gate line dealing customer 2xyouths started abusing intimidated her.css1 decided come felt scared css1 open gates youths followed behind back told dont come behind back fill scared . abused saying u want see private parts twice her.css1 made way office . 19:55 css2 call btp via 999 ref 369/28092023 issued . 20:00 css2 csa body cam made way upstairs near entrance awaiting btp 2xyouths swear csa awaits . 20:10 btp station youths started running inside upper car park css2 advised btp location 2xyouths got arrested . 20:25 btp makes way 2xyouths car statement css2 css1.btp advised ring come tomorrow full statement .,"aged approximately 40 wearing blue black tracksuit filming poms went station , came back gate line minutes tapped started film bottom lift 1. randy sst ask man everything okay became agitated aggressive asked police . left station , thought behaviour suspicious reported css mariatu advised complete waasb .",0.80450743
204,10,"22:40 php09 platform 1 pressed csa2 bn72 leaving duty signed . reported flute playing illegal busker aggressive following walked past illegal busker . csm could hear flute man ranting staff comments `` come outside see happens '' , man persisted several minutes , returning busking spot bottom single set stairs 4/604 'beggar 's spot '' cam20 covers stairs spot blind people walk stairs . 22:45 btp ref . 729 bn72 leaves home without contact . 23:32 btp call say 10 mins away - busker still evident . 23:45 2x btp site ( pc7549 ) & briefed & meet busker . 23:57 busker leaves t155 southbound . 00:06 btp leave saying taken details man claimed known '18fluteloops ' ( & illegal busker 'fluteloops ' banned old st years ago ) . cctv requested pending discussion bn72 btp attended would require bn72 make complaint crime . bn27 wish tsg reported fit duty following day duty care meeting csm fraser 22:10 15.09.2023. bn27 wish pursue charges make statement required assist becomes persistant offender . cctv requested - seen live csm fraser witness ( via php09 ) , required .","morning pti platform 3 & 4 heard woman shouting language couldnt understand . individual shouting customers walking swearing english rest another language , went check ( train left platform 3 ) carried verbally aggressive customers . css mobile called , escorted platform 2 take uxbridge train . body worn didnt work straight away . n : 255707",0.8255246
204,14,"22:40 php09 platform 1 pressed csa2 bn72 leaving duty signed . reported flute playing illegal busker aggressive following walked past illegal busker . csm could hear flute man ranting staff comments `` come outside see happens '' , man persisted several minutes , returning busking spot bottom single set stairs 4/604 'beggar 's spot '' cam20 covers stairs spot blind people walk stairs . 22:45 btp ref . 729 bn72 leaves home without contact . 23:32 btp call say 10 mins away - busker still evident . 23:45 2x btp site ( pc7549 ) & briefed & meet busker . 23:57 busker leaves t155 southbound . 00:06 btp leave saying taken details man claimed known '18fluteloops ' ( & illegal busker 'fluteloops ' banned old st years ago ) . cctv requested pending discussion bn72 btp attended would require bn72 make complaint crime . bn27 wish tsg reported fit duty following day duty care meeting csm fraser 22:10 15.09.2023. bn27 wish pursue charges make statement required assist becomes persistant offender . cctv requested - seen live csm fraser witness ( via php09 ) , required .","wag22 forced open entry . usually travels , often seen sainsburys bags ( orange carrier bags ) . advised css subject btp reference 579/011023 staff assault nhg , also subject waasb003118276 waasb3118296 . regularly forced wag open allow companion entry exit .",0.80033946
204,18,"22:40 php09 platform 1 pressed csa2 bn72 leaving duty signed . reported flute playing illegal busker aggressive following walked past illegal busker . csm could hear flute man ranting staff comments `` come outside see happens '' , man persisted several minutes , returning busking spot bottom single set stairs 4/604 'beggar 's spot '' cam20 covers stairs spot blind people walk stairs . 22:45 btp ref . 729 bn72 leaves home without contact . 23:32 btp call say 10 mins away - busker still evident . 23:45 2x btp site ( pc7549 ) & briefed & meet busker . 23:57 busker leaves t155 southbound . 00:06 btp leave saying taken details man claimed known '18fluteloops ' ( & illegal busker 'fluteloops ' banned old st years ago ) . cctv requested pending discussion bn72 btp attended would require bn72 make complaint crime . bn27 wish tsg reported fit duty following day duty care meeting csm fraser 22:10 15.09.2023. bn27 wish pursue charges make statement required assist becomes persistant offender . cctv requested - seen live csm fraser witness ( via php09 ) , required .","ic1 wearing black tracksuit hoodie , 17 years age sitting cou course floor . approached stated hes life , prison 9 months family members go . left station distressed around 30 minutes came back attempting push barriers . stopped ran . btp attended station",0.807135
217,10,"approximately 23:10hr customer advised gate line staff platform thrown small fan towards . staff went investigate found intoxicated influence drugs due demeanour behaviour . csa mo requested attend unfit travel . boarded train got saw us platform despite persuasions continue journey became abusive , aggressive threatened several occasions . got vey abusive unsavoury words statements regarding family . claimed lost phone requested ring became agitated phone went unanswered . qpk train /operators tc dw assisted witnessed incident platform . handheld radio 71406 emergency button activated lucc updated due threatening aggressive behaviour towards csm causing disturbance . boarded arriva northbound train watford junction 23:38hr . approximately 23:45hr btp pc 5215 , 9378 , 6480 site spoke staff , spat cip room window n/b platform police took sample spit kit . description black , wore white t-shirt , light blue top matching shorts , white sports socks wore sliders . tall skinny build . welfare check given involved staff .","morning pti platform 3 & 4 heard woman shouting language couldnt understand . individual shouting customers walking swearing english rest another language , went check ( train left platform 3 ) carried verbally aggressive customers . css mobile called , escorted platform 2 take uxbridge train . body worn didnt work straight away . n : 255707",0.8323999
217,18,"approximately 23:10hr customer advised gate line staff platform thrown small fan towards . staff went investigate found intoxicated influence drugs due demeanour behaviour . csa mo requested attend unfit travel . boarded train got saw us platform despite persuasions continue journey became abusive , aggressive threatened several occasions . got vey abusive unsavoury words statements regarding family . claimed lost phone requested ring became agitated phone went unanswered . qpk train /operators tc dw assisted witnessed incident platform . handheld radio 71406 emergency button activated lucc updated due threatening aggressive behaviour towards csm causing disturbance . boarded arriva northbound train watford junction 23:38hr . approximately 23:45hr btp pc 5215 , 9378 , 6480 site spoke staff , spat cip room window n/b platform police took sample spit kit . description black , wore white t-shirt , light blue top matching shorts , white sports socks wore sliders . tall skinny build . welfare check given involved staff .","ic1 wearing black tracksuit hoodie , 17 years age sitting cou course floor . approached stated hes life , prison 9 months family members go . left station distressed around 30 minutes came back attempting push barriers . stopped ran . btp attended station",0.82866955
217,59,"approximately 23:10hr customer advised gate line staff platform thrown small fan towards . staff went investigate found intoxicated influence drugs due demeanour behaviour . csa mo requested attend unfit travel . boarded train got saw us platform despite persuasions continue journey became abusive , aggressive threatened several occasions . got vey abusive unsavoury words statements regarding family . claimed lost phone requested ring became agitated phone went unanswered . qpk train /operators tc dw assisted witnessed incident platform . handheld radio 71406 emergency button activated lucc updated due threatening aggressive behaviour towards csm causing disturbance . boarded arriva northbound train watford junction 23:38hr . approximately 23:45hr btp pc 5215 , 9378 , 6480 site spoke staff , spat cip room window n/b platform police took sample spit kit . description black , wore white t-shirt , light blue top matching shorts , white sports socks wore sliders . tall skinny build . welfare check given involved staff .",customer waited member staff go toilet came started getting aggressive demanding apology ignoring rude ticket . said nothing apologise replied well money oyster thank . felt alone intimidated worried safety station place,0.8119119
217,66,"approximately 23:10hr customer advised gate line staff platform thrown small fan towards . staff went investigate found intoxicated influence drugs due demeanour behaviour . csa mo requested attend unfit travel . boarded train got saw us platform despite persuasions continue journey became abusive , aggressive threatened several occasions . got vey abusive unsavoury words statements regarding family . claimed lost phone requested ring became agitated phone went unanswered . qpk train /operators tc dw assisted witnessed incident platform . handheld radio 71406 emergency button activated lucc updated due threatening aggressive behaviour towards csm causing disturbance . boarded arriva northbound train watford junction 23:38hr . approximately 23:45hr btp pc 5215 , 9378 , 6480 site spoke staff , spat cip room window n/b platform police took sample spit kit . description black , wore white t-shirt , light blue top matching shorts , white sports socks wore sliders . tall skinny build . welfare check given involved staff .","aged approximately 40 wearing blue black tracksuit filming poms went station , came back gate line minutes tapped started film bottom lift 1. randy sst ask man everything okay became agitated aggressive asked police . left station , thought behaviour suspicious reported css mariatu advised complete waasb .",0.82345617
218,38,aprox 2125 csa f khan radioed come side gate line . white customer travelling 2 younger females arguing csa gate line near wag 21. white left minutes . csa informed whilst outside front station . observed 2 females approach wag gate 21 enter station outside one touched wag . csa asked 2nd ticket . pulled phone saying . csa asked touch reader phone . came csa pushed hard left shoulder . started arguing csa . left station calling names . 2134 btpolice informed reference 526 04/10/2023 . duty care given csa .,approximately 12.20/12.25 hrs today 2 teenagers approached wag 22 ( exit ) . one touched followed . asked one didnt pay walked asked old . age 15 years old . tried zip card gate ( code 37 ) asked see zip card information photo visible . explained retaining zip card became abusive swearing shouting .,0.81967974
237,38,"friday 18th august @ 0714hrs attended buckhurst hill station colleague rci wayne sanders make observations intelligence suggest travelling buckhurst hill station ( zone 5 ) farringdon station ( zone 1 ) possession zone 1 2 weekly travelcard . rci sanders completed report fare evasion concerns address supplied . known driving licence supplied mr oleksandr radukhovskyi date birth 21/05/1987 . address supplied east london postcode e6 6ah , end interview stated doesnt get post , led us believe address current address fact live buckhurst hill area , denied rci sanders viewed cctv obtained many days cctv proving radukhovskyi using buckhurst hill station daily paying full correct fare . monday 21st august also observation originally thought unconnected , later found cctv travelling days , went london bridge roughly 8 hours apart bought 2 new oystercards (  0727893261 09  0726809652 64 ) loaded fresh zone 1 2 weekly travelcards . radukhovskyi yet unknown continued use respective oystercards continue offend lu network . using payment card data see radukhovskyi bought yet another new oystercard monday 28th august 2023 newbury park station ( zone 4 ) , yet zone 1 2 travelcard numbered 0718069257 82. preferred modus operandi stopping gaining trusted address suspects attend buckhurst hill station friday 8th september make observations primarily stop interview , rci sanders arrived buckhurst hill station around 0640 hrs made presence known station supervisor . expected eta around 0720 , due nature plain clothes refained putting tfl labelled bodyworn video cameras shortly time , unfortunately due nature speed incident took place bwv footage available . sitting westbound platform bench approxmately line carriage 3 westbound central line train rci sanders standing looking towards front train area entrance ungated end station , around 0714 hrs radukhovskyi entered looked along platform rci sanders said i think spotted , walking towards us  radukhovskyi got line us looked rci sanders , looked quickly made back towards entrance/exit . walk pace catch tapped left arm get attention , looked said  revenue inspectors need speak again radukhovskyi went speed considerably towards exit honest held belief making us , stated suspected offences including fraud tfl used proportionate force placing right hand bicep placed front whilst asking questions pertaining lack compliance also quoted lawfully detaining using 3 fails regulations railways act 1889 whereby would call british transport police , via connect radio station supervisor duty ( css valisha ryan ) came back radio gave btp reference number 138 08/09/23 . point radukhovskyi crouched floor momentarily position like tieing laces",approximately 12.20/12.25 hrs today 2 teenagers approached wag 22 ( exit ) . one touched followed . asked one didnt pay walked asked old . age 15 years old . tried zip card gate ( code 37 ) asked see zip card information photo visible . explained retaining zip card became abusive swearing shouting .,0.80244017
238,38,"friday 18th august @ 0714hrs attended buckhurst hill station colleague rci wayne sanders make observations intelligence suggest travelling buckhurst hill station ( zone 5 ) farringdon station ( zone 1 ) possession zone 1 2 weekly travelcard . rci sanders completed report fare evasion concerns address supplied . known driving licence supplied mr oleksandr radukhovskyi date birth 21/05/1987 . address supplied east london postcode e6 6ah , end interview stated doesnt get post , led us believe address current address fact live buckhurst hill area , denied rci sanders viewed cctv obtained many days cctv proving radukhovskyi using buckhurst hill station daily paying full correct fare . monday 21st august also observation originally thought unconnected , later found cctv travelling days , went london bridge roughly 8 hours apart bought 2 new oystercards (  0727893261 09  0726809652 64 ) loaded fresh zone 1 2 weekly travelcards . radukhovskyi yet unknown continued use respective oystercards continue offend lu network . using payment card data see radukhovskyi bought yet another new oystercard monday 28th august 2023 newbury park station ( zone 4 ) , yet zone 1 2 travelcard numbered 0718069257 82. preferred modus operandi stopping gaining trusted address suspects attend buckhurst hill station friday 8th september make observations primarily stop interview , rci sanders arrived buckhurst hill station around 0640 hrs made presence known station supervisor . expected eta around 0720 , due nature plain clothes refained putting tfl labelled bodyworn video cameras shortly time , unfortunately due nature speed incident took place bwv footage available . sitting westbound platform bench approxmately line carriage 3 westbound central line train rci sanders standing looking towards front train area entrance ungated end station , around 0714 hrs radukhovskyi entered looked along platform rci sanders said i think spotted , walking towards us  radukhovskyi got line us looked rci sanders , looked quickly made back towards entrance/exit . walk pace catch tapped left arm get attention , looked said  revenue inspectors need speak again radukhovskyi went speed considerably towards exit honest held belief making us , stated suspected offences including fraud tfl used proportionate force placing right hand bicep placed front whilst asking questions pertaining lack compliance also quoted lawfully detaining using 3 fails regulations railways act 1889 whereby would call british transport police , via connect radio station supervisor duty ( css valisha ryan ) came back radio gave btp reference number 138 08/09/23 . point radukhovskyi crouched floor momentarily position like tieing laces",approximately 12.20/12.25 hrs today 2 teenagers approached wag 22 ( exit ) . one touched followed . asked one didnt pay walked asked old . age 15 years old . tried zip card gate ( code 37 ) asked see zip card information photo visible . explained retaining zip card became abusive swearing shouting .,0.80244017
239,7,"08:10 brought attention black wearing full orange hi vi claimed work network rail insisting travelling without paying . staff advised could , doubled wag 21. moments later , doubled back left large black back pack station . point csa 2690228 brought bag control room . bag processed time suspected might come back , . came control room window bag . got irate told able travel free leave bag station security risk . started calling `` pussy hole '' many expletives . told calm , would call police . , even taking jacket inviting outside . btp ref.140 eventually took bag avoid escalation . still happy , kept swearing put bag went back control room . showed ring said young kids would die ( young kids ) later came back control room window showed ring , made threats family took egg bag broke window . csa 2690228 csa 9852826 witnessed interaction . 09:02 btp officers 4302 0073 station statement view cctv . initially called btp office station . person spoke told operational officers available . subentries","refusing leave train , advised late train gone train going depot , told get hes holding service . still refusing train op takes males bag puts platform . clinches fist threatening hit train , threatens kill attack , states next time sees kill , kept walking towards called radio assistance . ( black , appx 50 , slim , red jacket , red rucksack , jeans think )",0.811125
239,10,"08:10 brought attention black wearing full orange hi vi claimed work network rail insisting travelling without paying . staff advised could , doubled wag 21. moments later , doubled back left large black back pack station . point csa 2690228 brought bag control room . bag processed time suspected might come back , . came control room window bag . got irate told able travel free leave bag station security risk . started calling `` pussy hole '' many expletives . told calm , would call police . , even taking jacket inviting outside . btp ref.140 eventually took bag avoid escalation . still happy , kept swearing put bag went back control room . showed ring said young kids would die ( young kids ) later came back control room window showed ring , made threats family took egg bag broke window . csa 2690228 csa 9852826 witnessed interaction . 09:02 btp officers 4302 0073 station statement view cctv . initially called btp office station . person spoke told operational officers available . subentries","morning pti platform 3 & 4 heard woman shouting language couldnt understand . individual shouting customers walking swearing english rest another language , went check ( train left platform 3 ) carried verbally aggressive customers . css mobile called , escorted platform 2 take uxbridge train . body worn didnt work straight away . n : 255707",0.8164628
239,18,"08:10 brought attention black wearing full orange hi vi claimed work network rail insisting travelling without paying . staff advised could , doubled wag 21. moments later , doubled back left large black back pack station . point csa 2690228 brought bag control room . bag processed time suspected might come back , . came control room window bag . got irate told able travel free leave bag station security risk . started calling `` pussy hole '' many expletives . told calm , would call police . , even taking jacket inviting outside . btp ref.140 eventually took bag avoid escalation . still happy , kept swearing put bag went back control room . showed ring said young kids would die ( young kids ) later came back control room window showed ring , made threats family took egg bag broke window . csa 2690228 csa 9852826 witnessed interaction . 09:02 btp officers 4302 0073 station statement view cctv . initially called btp office station . person spoke told operational officers available . subentries","ic1 wearing black tracksuit hoodie , 17 years age sitting cou course floor . approached stated hes life , prison 9 months family members go . left station distressed around 30 minutes came back attempting push barriers . stopped ran . btp attended station",0.8190996
239,66,"08:10 brought attention black wearing full orange hi vi claimed work network rail insisting travelling without paying . staff advised could , doubled wag 21. moments later , doubled back left large black back pack station . point csa 2690228 brought bag control room . bag processed time suspected might come back , . came control room window bag . got irate told able travel free leave bag station security risk . started calling `` pussy hole '' many expletives . told calm , would call police . , even taking jacket inviting outside . btp ref.140 eventually took bag avoid escalation . still happy , kept swearing put bag went back control room . showed ring said young kids would die ( young kids ) later came back control room window showed ring , made threats family took egg bag broke window . csa 2690228 csa 9852826 witnessed interaction . 09:02 btp officers 4302 0073 station statement view cctv . initially called btp office station . person spoke told operational officers available . subentries","aged approximately 40 wearing blue black tracksuit filming poms went station , came back gate line minutes tapped started film bottom lift 1. randy sst ask man everything okay became agitated aggressive asked police . left station , thought behaviour suspicious reported css mariatu advised complete waasb .",0.8231535
240,38,"location : harrow-on-the-hill station ( lul ) date : 30.09.2023 time : 15:07hrs - 15:08hrs reporting : area manager employee : number 1678230 victim : customer service assistant - employee number 9852946 witnessed : customer service manager - employee number 9810756 assailant : unknown incident : 15:07hrs , middle eastern , aged 60+ approached member staff gate-line . staff member sitting gate line attendance point ( glap ) assailant approached . two conversed , assailant pushed wide gate . point , assailant started making threats towards staff member ( witnessed csm 9810756 ) charged towards csa 9852946 aggressive manner . staff member stick leg prevent attacked . threats made assailant stating 'd `` punch & kick get work '' exited station via main entrance toward lower arcade . cctv time frame 15:07hrs 15:08hrs camera 03 cctv observed pc anderson shoulder number 2252 nw , south harrow police station 07341097140 description added . middle eastern 5ft 6inch stocky build grey hair grey beard moustache brown jumper beige trousers",approximately 12.20/12.25 hrs today 2 teenagers approached wag 22 ( exit ) . one touched followed . asked one didnt pay walked asked old . age 15 years old . tried zip card gate ( code 37 ) asked see zip card information photo visible . explained retaining zip card became abusive swearing shouting .,0.83009315
245,7,"00:08 csm lynch conducting 00:00 check . going escalator 5 small dog owner lead bottom escalator 6 looking escalator , pa made css williams owner attend . reached bottom white customer picked dog , said owner said would take upstairs . stepped onto escalator black 50 yrs , slim , shaved head , light blue jumper , blue jeans white trainers identified dog owner white carrying dog . asked owner said sons . asked lead said platform bag . asked could put dog lead dangerous dog . said going toilet kept saying bus driver flashed pass ( tfl ) name wayne garfield . quickly became aggressive raising voice . kept moving towards asked number times step back . continued shouting came within inches face . 00:10 asked step back n't , activated bwv 267064 requested btp 999 via css williams ref 7. eased back placing hand chest fearful safety going headbutt . continued number times , well threating knock . csas sakander & phipps came give support also aggressive towards pausing pick front dentures fell . 00:12 large black loose-fitting pink vest top dark short skirt walked central line platform exit assume son , came collected dog made way back platform . continued shout 2 csas making threats . 00:17 walked towards eastbound platform 2. remained 2 csas remaining bottom escalators . 00:20 btp x 2 arrived station pcs 7068 & 8046 told left train 113 epping . btp told males behaviour believed influence alcohol smell breath . told btp n't wish pursue left made threats harm , touched . csas spoken duty care css williams fine continue duties continued station check seeing last piccadilly line trains .","refusing leave train , advised late train gone train going depot , told get hes holding service . still refusing train op takes males bag puts platform . clinches fist threatening hit train , threatens kill attack , states next time sees kill , kept walking towards called radio assistance . ( black , appx 50 , slim , red jacket , red rucksack , jeans think )",0.8293984
245,10,"00:08 csm lynch conducting 00:00 check . going escalator 5 small dog owner lead bottom escalator 6 looking escalator , pa made css williams owner attend . reached bottom white customer picked dog , said owner said would take upstairs . stepped onto escalator black 50 yrs , slim , shaved head , light blue jumper , blue jeans white trainers identified dog owner white carrying dog . asked owner said sons . asked lead said platform bag . asked could put dog lead dangerous dog . said going toilet kept saying bus driver flashed pass ( tfl ) name wayne garfield . quickly became aggressive raising voice . kept moving towards asked number times step back . continued shouting came within inches face . 00:10 asked step back n't , activated bwv 267064 requested btp 999 via css williams ref 7. eased back placing hand chest fearful safety going headbutt . continued number times , well threating knock . csas sakander & phipps came give support also aggressive towards pausing pick front dentures fell . 00:12 large black loose-fitting pink vest top dark short skirt walked central line platform exit assume son , came collected dog made way back platform . continued shout 2 csas making threats . 00:17 walked towards eastbound platform 2. remained 2 csas remaining bottom escalators . 00:20 btp x 2 arrived station pcs 7068 & 8046 told left train 113 epping . btp told males behaviour believed influence alcohol smell breath . told btp n't wish pursue left made threats harm , touched . csas spoken duty care css williams fine continue duties continued station check seeing last piccadilly line trains .","morning pti platform 3 & 4 heard woman shouting language couldnt understand . individual shouting customers walking swearing english rest another language , went check ( train left platform 3 ) carried verbally aggressive customers . css mobile called , escorted platform 2 take uxbridge train . body worn didnt work straight away . n : 255707",0.83423126
245,18,"00:08 csm lynch conducting 00:00 check . going escalator 5 small dog owner lead bottom escalator 6 looking escalator , pa made css williams owner attend . reached bottom white customer picked dog , said owner said would take upstairs . stepped onto escalator black 50 yrs , slim , shaved head , light blue jumper , blue jeans white trainers identified dog owner white carrying dog . asked owner said sons . asked lead said platform bag . asked could put dog lead dangerous dog . said going toilet kept saying bus driver flashed pass ( tfl ) name wayne garfield . quickly became aggressive raising voice . kept moving towards asked number times step back . continued shouting came within inches face . 00:10 asked step back n't , activated bwv 267064 requested btp 999 via css williams ref 7. eased back placing hand chest fearful safety going headbutt . continued number times , well threating knock . csas sakander & phipps came give support also aggressive towards pausing pick front dentures fell . 00:12 large black loose-fitting pink vest top dark short skirt walked central line platform exit assume son , came collected dog made way back platform . continued shout 2 csas making threats . 00:17 walked towards eastbound platform 2. remained 2 csas remaining bottom escalators . 00:20 btp x 2 arrived station pcs 7068 & 8046 told left train 113 epping . btp told males behaviour believed influence alcohol smell breath . told btp n't wish pursue left made threats harm , touched . csas spoken duty care css williams fine continue duties continued station check seeing last piccadilly line trains .","ic1 wearing black tracksuit hoodie , 17 years age sitting cou course floor . approached stated hes life , prison 9 months family members go . left station distressed around 30 minutes came back attempting push barriers . stopped ran . btp attended station",0.8191814
245,66,"00:08 csm lynch conducting 00:00 check . going escalator 5 small dog owner lead bottom escalator 6 looking escalator , pa made css williams owner attend . reached bottom white customer picked dog , said owner said would take upstairs . stepped onto escalator black 50 yrs , slim , shaved head , light blue jumper , blue jeans white trainers identified dog owner white carrying dog . asked owner said sons . asked lead said platform bag . asked could put dog lead dangerous dog . said going toilet kept saying bus driver flashed pass ( tfl ) name wayne garfield . quickly became aggressive raising voice . kept moving towards asked number times step back . continued shouting came within inches face . 00:10 asked step back n't , activated bwv 267064 requested btp 999 via css williams ref 7. eased back placing hand chest fearful safety going headbutt . continued number times , well threating knock . csas sakander & phipps came give support also aggressive towards pausing pick front dentures fell . 00:12 large black loose-fitting pink vest top dark short skirt walked central line platform exit assume son , came collected dog made way back platform . continued shout 2 csas making threats . 00:17 walked towards eastbound platform 2. remained 2 csas remaining bottom escalators . 00:20 btp x 2 arrived station pcs 7068 & 8046 told left train 113 epping . btp told males behaviour believed influence alcohol smell breath . told btp n't wish pursue left made threats harm , touched . csas spoken duty care css williams fine continue duties continued station check seeing last piccadilly line trains .","aged approximately 40 wearing blue black tracksuit filming poms went station , came back gate line minutes tapped started film bottom lift 1. randy sst ask man everything okay became agitated aggressive asked police . left station , thought behaviour suspicious reported css mariatu advised complete waasb .",0.8310299
249,38,"14:18hrs - csa an71 alerted csm xn04 irate customer white , average height 5 ' 9 , 30/40 's , short hair , glasses , black backpack , white t-shirt , black trousers pom attended csa an25 . csm xn04 went attend , turned bwv # 258768 alongside csa an71 bwv # 258566 , saw irate customer shouting pushing csa an25 . csm xn04 made way back office call btp emergency report assault staff . customer went punch spit csa an25 exit station . btp enroute , csa an25 cut close left eye , swollen face result hitting head floor . incident captured cams 013 , 008 , 016 , 017 148hrs - 1420hrs . csa 23 took swabs culprit saliva using dna spit kit csa an25 's uniform floor , csa an24 administered first aid awaiting btp las . btp crew # 2808 arrived 1432hrs btp crew # b430 arrived 1438hrs . csa an25 accessed btp crew # 2808 , las called taken whittington hospital escorted csa an23 . csa an23 called provide update hospital 1655hrs , csa an25 brother-in-law arrived seen nurse , given pain killers , shoulder painful due fall , face swollen seen doctor appox 4hrs . customer angry £15 stuck mfm30 purchase/top-up . bwv download request made , ref : wva-13092023-154448",approximately 12.20/12.25 hrs today 2 teenagers approached wag 22 ( exit ) . one touched followed . asked one didnt pay walked asked old . age 15 years old . tried zip card gate ( code 37 ) asked see zip card information photo visible . explained retaining zip card became abusive swearing shouting .,0.84499264
