Boroughs,Bus Route,Classification,Confidence,Create_Date,Year,Quarter,Month,Day,Year,Quarter,Month,Day,Date_of_Incident,DateFK,Day,Description,Easting,Hour,HourGroup,Year,Quarter,Month,Day,IRIS,Location / Road Name,Modified_Date,Month,MonthNum,Northing,ReportingLag,Time,Time_of_Incident,URN,Victims Job,Weekday,Year
BRENT,112,Assault,3,1673014926,2023,Qtr 1,January,6,2023,Qtr 1,January,17,2459948,20230103,3,"Departing on time from the station on my first stop ,a male customer who has prevously verbally abused me before on my bus for  trying to evade far payment when challenged.Came on my bus trying to do it again. He touched with an invalid pass and tried to walk away and sit down. I then reminded him his card is not valid .He then replied with abussive words as he walked to sit down as he has done before. I immediately called code blue and my controller respectively dnd informed them about it of which assistance was confirmed ti be on their way. The customer on hearing the confirnation of police been despatched then stayed on the bus for a few miniutes and the opened the real doors and desappeared from the station. I then called code blue and my controller respectively and infromed them he has left and ready to depart, and continued with my trip .",526651,22,10pm-2am,2023,Qtr 1,January,3,IRIS,North Finchley station,1673952145,January,1,192275,3,1899-12-30 22:30:00,81000,1102467,Bus Driver,Tuesday,2023
BRENT,112,Assault,3,1678626967,2023,Qtr 1,March,12,2023,Qtr 1,March,13,2460014,20230310,10,"On the above date on route to North  finchley at  the bus stop just across Harrow  road ,as l was picking  up customers l noted a man  walk past me without  touching his oyster or showing  his card , so l called him back  to remind  him he hasn't  touched. Out of nothing  this man started  verbally  abusing me, swerring at me and also telling me am a slave driving a bus, and l might be using a fake license. I couldn't  take the constant abuse and apologised  to the customers  l had no choice, but to call for police  help of which  most agreed questioned thus particular  customer and his actions and behaviour. After  calling  for help the bus behind me arrived of which l asked the customers  to jump on it but he stayed on my bus and continued  with the abuse. The police  then came to my aid , got him of my bus and and me to continue  with  my work of which l did and informed  the controller and centrecum respectively.",517740,22,10pm-2am,2023,Qtr 1,March,10,IRIS,Harrow Road,1678695966,March,3,185324,2,1899-12-30 22:52:00,82320,1121949,Bus Driver,Friday,2023
BRENT,112,Assault,3,1694646238,2023,Qtr 3,September,13,2023,Qtr 3,September,14,2460201,20230913,13,"In the  HARROW ROAD bus stop after I was waiting for 2 passengers I was abused because i told one of the passenger to touch the oyster the reply was I don’t understand for 3 times after one moment arrived the second passenger, an Arabic woman and she shouted at me and abused me verbally for the validation dispute . After they both validate the oyster they still abused me when I was driving of the bus stop. When I got off in Brent Cross she still want to fight me telling me I was rude but she was abusive and not just rude.",519969,13,10am-2pm,2023,Qtr 3,September,13,IRIS,Harrow Road,1694673795,September,9,184370,0,1899-12-30 13:15:00,47700,1186706,Bus Driver,Wednesday,2023
BRENT,112,Assault,3,1696344668,2023,Qtr 4,October,3,2023,Qtr 4,October,5,2460220,20231002,2,"Driver stated that: he challenged a customer whom did not want to pay the fair and the customer started swearing and threating the driver and he called code blue.
when the customer heard the driver doing the call he left the bus.",519969,20,6pm-10pm,2023,Qtr 4,October,2,IRIS,Harrow Road,1696503008,October,10,184370,1,1899-12-30 20:12:00,72720,1193238,Bus Driver,Monday,2023
BRENT,114,Assault,3,1669035137,2022,Qtr 4,November,21,2022,Qtr 4,November,22,2459904,20221120,20,"Ticket inspector  came to the bus  and start to checking the ticket. One man didn't  pay( I told the inspector that)  When he see the inpostor  he come to scan his bank card. 
The he to augment  with ticket inpostor and that become more and ticket  inpostor  ask me to do cord red. And police  came after 40 minutes  that time the man run a way.",520102,18,6pm-10pm,2022,Qtr 4,November,20,IRIS,Stag Lane,1669108728,November,11,189776,1,1899-12-30 18:06:00,65160,1089228,TfL RPI,Sunday,2022
BRENT,114,Assault,3,1678093712,2023,Qtr 1,March,6,2023,Qtr 1,March,13,2460007,20230303,3,DRIVER HAS BEEN SPAT AT. DRIVER CLEANED HIS ASSAULT SCREEN AND USED ASSAULT KIT. The Spit kit was used but later identified that the kit was expired in November 2022.,518866,21,6pm-10pm,2023,Qtr 1,March,3,IRIS,Queensbury parade,1678698807,March,3,189798,3,1899-12-30 21:34:00,77640,1119877,Bus Driver,Friday,2023
BRENT,114,Assault,3,1683274122,2023,Qtr 2,May,5,2023,Qtr 2,May,10,2460069,20230504,4,"While I was serving at Queensbury station,one passenger told me one man slapped the woman. I asked him why he did that and he said woman told him a stupid man and that’s why he slapped her.
After that I asked him leave the bus immediately and he walked out.",518842,15,2pm-6pm,2023,Qtr 2,May,4,IRIS,Cumberland Road,1683728237,May,5,189666,1,1899-12-30 15:35:00,56100,1136658,Passenger / Customer,Thursday,2023
BRENT,125,Assault,3,1671710153,2022,Qtr 4,December,22,2022,Qtr 4,December,22,2459935,20221221,21,DRV SAID YOUTHS WERE GIVING HER A HARD TIME SHOUTING AND HASSLINGHER WHILE SHE WAS DRIVING,0,18,6pm-10pm,2022,Qtr 4,December,21,IRIS,NORTH FINCHLEY,1671710153,December,12,0,1,1899-12-30 18:25:00,66300,1098474,Bus Driver,Wednesday,2022
BRENT,16,Assault,3,1678197515,2023,Qtr 1,March,7,2023,Qtr 1,March,13,2460011,20230307,7,"Person came on the bus she did look upset or like she had been in a fight  and had tears in her eyes. 
She did not originally pay so I promoted her to pay she paid using her phone then started shouting and swearing at me. 
I told her she needs to get off then she became aggressive and started spiting at the assault screen. She done this a few times. 
She was shouting in another language and also used racist language.
She also kicked the bus",525152,11,10am-2pm,2023,Qtr 1,March,7,IRIS,Kilburn High Road,1678696055,March,3,183986,0,1899-12-30 11:15:00,40500,1120424,Bus Driver,Tuesday,2023
BRENT,16,Assault,3,1680993422,2023,Qtr 2,April,8,2023,Qtr 2,April,12,2460040,20230405,5,"I was serving the bus stop at Priory Park road. A female boarded the bus and began fumbling through her pockets as if to find a bus pass. I waited until she produced an Oyster card which. When presented to the reader showed that it had insufficient funds. She then passed the Oyster card to a male who had been standing at the bus stop. She said to him “ put two quid on my card and get yourself a drink “. She then handed him the Oyster card and some money, and he took both into the nearby shop. I informed her that we couldn’t wait while she topped up her card. She said “ If you won let me tea for free. You’ll have to wait.” After a time the male returned and passed her back her card. She touched it against the reader and it showed that the transaction had gone through. She moved back and mumbled something incoherent in my direction. I ignored her, closed the doors and continued. When we arrived at the next stop, she was intent on leaving the bus but before she did so she came forward as if to leave through the front doors but instead threw a large amount of liquid at the assault screen. I believe it was about half a litre of beer. The Liquid covered the screen the floor and was pooled in the cash tray section of the drivers door. As the bus was soiled I called ibus who told me to take the bus out of service to the garage.",524968,21,6pm-10pm,2023,Qtr 2,April,5,IRIS,Edgware Road,1681315246,April,4,184204,3,1899-12-30 21:18:00,76680,1128881,Bus Driver,Wednesday,2023
BRENT,16,Assault,3,1688451161,2023,Qtr 3,July,4,2023,Qtr 3,July,6,2460129,20230703,3,"A passenger approached the cab and reported to me that he had been assaulted.
He was 18 years of age and told me a group of lads tried to take his mobile phone and he resisted,so they punched and kicked him.
The young man said he appealed for help but no one came to his aid.
His nose was bleeding and his right eye was swelling up,he held a bloody tissue in his hand.
I called code red and reported the incident.",524942,17,2pm-6pm,2023,Qtr 3,July,3,IRIS,Buckley Road,1688641323,July,7,184240,1,1899-12-30 17:40:00,63600,1158197,Passenger / Customer,Monday,2023
BRENT,16,Assault,3,1690389888,2023,Qtr 3,July,26,2023,Qtr 3,July,28,2460151,20230725,25,Travelling Staples Corner outside Wickes Cricklewood a taxi driver 10-15mph on a 30mph road in front of the bus I was driving for quite a while. Due the in consideration of the drivers driving I divided to safely overtake. In doing so the driver of the taxi suddenly speeded up and then brake dangerously so I pressed the horn on the bus and had to brake to avoid collision. Once I turned into the Garage to arrive for my meal the taxi driver followed me into the garage and started to swear and attempted to get physical and then complained about me to anther staff which was at the time Raj in reception. Please can you refer this occurrence report to the PCO.,523390,20,6pm-10pm,2023,Qtr 3,July,25,IRIS,Cricklewood Broadway,1690545921,July,7,186191,1,1899-12-30 20:30:00,73800,1167107,Bus Driver,Tuesday,2023
BRENT,16,Assault,3,1690905533,2023,Qtr 3,August,1,2023,Qtr 3,August,3,2460158,20230801,1,"I just move out from bus stop someone try to run in front of bus but suddenly he move back. I move forward my bus but he throw beer from my bus cab window. My shirt get wet and beer spread on cab door. I had call code red and I BUS controller. I cheek driver cab floor , there is no beer on the floor and i went for service .",520918,14,2pm-6pm,2023,Qtr 3,August,1,IRIS,Drury Way,1691043816,August,8,185282,0,1899-12-30 14:03:00,50580,1169170,Bus Driver,Tuesday,2023
BRENT,182,Assault,3,1665989187,2022,Qtr 4,October,17,2022,Qtr 4,October,18,2459869,20221016,16,"An elderly lady approached me at blackbird Cross bus stop (BB). Requesting I call the police as she had been racially verbal abuse by a white male on the bus. I called code red at 12:17pm. At about 12:26 the lady asked for me to carry on now the white man have got off the bus. I said we will have to wait til police arrive. When the police did arrive she wouldn't give her name and address to the police or me. The police obtained the name and address of the the white guy. The police informed me the lady had changed her mind and didn't want to proceed further. She left on the next 182. The police report number 3038
CAD number 3048
MNCC number 216",520251,12,10am-2pm,2022,Qtr 4,October,16,IRIS,Forty Lane,1666076166,October,10,186622,1,1899-12-30 12:17:00,44220,1077961,Passenger / Customer,Sunday,2022
BRENT,182,Assault,3,1667829948,2022,Qtr 4,November,7,2022,Qtr 4,November,9,2459883,20221030,30,"A lady passenger boarded the bus with open beer, I asked her politely to put it in the bin or finish it and wait for the next bus and she refused. She started swearing and abusing me. I called Code Red for assistant and after a while she got off the bus and i cancelled the Code Red.",519752,14,2pm-6pm,2022,Qtr 4,October,30,IRIS,Forty Lane,1667978790,October,10,186644,8,1899-12-30 14:46:00,53160,1084863,Bus Driver,Sunday,2022
BRENT,182,Assault,3,1675771554,2023,Qtr 1,February,7,2023,Qtr 1,February,9,2459983,20230207,7,"A customer came on at Wembley Park Station, he said I want to go a few stops with no intention of paying, he then called me abusive names. 
When he decided to leave the bus, he pulled off the nearside mirror and thrown it inside the bus at the front window and then challenged me before he then walked away.",519357,11,10am-2pm,2023,Qtr 1,February,7,IRIS,Wembley Park,1675928096,February,2,186305,0,1899-12-30 11:25:00,41100,1111541,Bus Driver,Tuesday,2023
BRENT,182,Assault,3,1678089801,2023,Qtr 1,March,6,2023,Qtr 1,March,8,2460008,20230304,4,"At the Wembley stadium station bus stop. 

The lady came to me and complained that male passenger verbally and physically abused her. The guy pulled her hair, tried to slap and kick her.

I saw the guy trying to kick her through my mirror.",518954,17,2pm-6pm,2023,Qtr 1,March,4,IRIS,Preston Road,1678260378,March,3,185359,2,1899-12-30 17:18:00,62280,1119866,Passenger / Customer,Saturday,2023
BRENT,182,Assault,3,1678264337,2023,Qtr 1,March,8,2023,Qtr 1,March,10,2460009,20230305,5,"One passenger tried to open front door by pressing emergency switch without driver concern. I was pressing close button from inside the cab to avoid any incident for people who may want to board the bus and tried to carried a good practice of exercise to service for public.

Bus were not full. I've already opened rear door for passengers who want to come off. That passenger got angry and start punching the assault screen, tried to open cab door, kicking the cab door, tried to damage the front door, taken down the mirror and thrown to the bus and broken the mirror. He used abusive language and given threat.",521525,13,10am-2pm,2023,Qtr 1,March,5,IRIS,Tanfield avenue,1678438157,March,3,185914,3,1899-12-30 13:42:00,49320,1120740,Bus Driver,Sunday,2023
BRENT,182,Assault,3,1678947305,2023,Qtr 1,March,16,2023,Qtr 1,March,21,2460019,20230315,15,"I received IBus call while serving Neasden Roundabout Stop towards HD to terminate the service and run light to Sudbury Court Road. After informing passengers one black woman took an exception and insisted she would not get off the Bus until I refunded her ticket.

She made a point of calling me a stupid Bus driver and all sorts of other swear words and even showed me a middle finger.

I called code blue but when next 182 Bus arrived she left and boarded that bus.

This only happened because of IBus controller who made me late by constantly instructing me to lose 3 min even though I was late at the time.

When he asked why I called code blue and I explained the only reaction I got was ""ohhhh""

He also made me late again where I lost few minutes of my already short brake.

I understand that Metroline views Bus drivers as replaceable numbers and that none of you care what happens to us but delicate making me late is not acceptable.",521101,15,2pm-6pm,2023,Qtr 1,March,15,IRIS,Neasden,1679383556,March,3,186468,1,1899-12-30 15:58:00,57480,1123003,Bus Driver,Wednesday,2023
BRENT,182,Assault,3,1684741082,2023,Qtr 2,May,22,2023,Qtr 2,May,22,2460084,20230519,19,"Few teenagers boarded the bus without touching the Oyster Card amd went inside the bus. I continued to driving.
I recognized those teenagers who regularly cause trouble in our 182 route. One of them was trying to force himself into my cab few weeks ago. After few stops when I stopped at bus stop at Wembley, I heard passenger shouting that there is someone with the knife in the bus. Then older passenger run downstairs and told me that one of the teenagers has knife. I called Code Red and talked to police. Police was on the way.
While I was talking to Police, those boys have run away from the bus to the bus 18 which was stationary behind me. Then the older passenger told me that nothing happened upstairs but he saw the knife when teenagers were upstairs before. I continued driving and at the next bus stop the same teenagers have run away from bus behind me and started to boarding the bus. At that moment police was just driving by and I used horn. I informed police what happened. Police started to chase the teenagers and caught of them. The other teenagers hare run away.",518264,20,6pm-10pm,2023,Qtr 2,May,19,IRIS,Wembley High Road,1684741082,May,5,185068,3,1899-12-30 20:00:00,72000,1141867,Passenger / Customer,Friday,2023
BRENT,182,Assault,3,1685433843,2023,Qtr 2,May,30,2023,Qtr 2,May,30,2460094,20230529,29,"When I approached Wembley Park Station at 6.00 am heading to Harrow, 2 passenger got on one didn't had oyster & says he had freedom pass but lost it & went in & Sat in lower deck, I insist him to pay he says no I ask him again & he started smoking I told him smoking is not allowed in buses so he started swearing on me & ordering me to drive the bus with swearing.i ask him to leave the bus but he refused so I called code blue & explained the situation and ask them for assistance. They told me wait there will send police.

After 1 hour 10 minutes that passenger got off from the bus, after 5 minutes police turn up but passenger already gone so they left.

So I informed MCNN via code blue & controller for the instructions.",519417,6,6am-10am,2023,Qtr 2,May,29,IRIS,Bridge Road,1685433843,May,5,186377,1,1899-12-30 06:02:00,21720,1144717,Bus Driver,Monday,2023
BRENT,182,Assault,3,1687948159,2023,Qtr 2,June,28,2023,Qtr 2,June,29,2460123,20230627,27,One passener arrived on wembley high road and reported other passenger has slapped and spit  on his face.,518219,16,2pm-6pm,2023,Qtr 2,June,27,IRIS,High Road,1688019551,June,6,185098,1,1899-12-30 16:35:00,59700,1155672,Passenger / Customer,Tuesday,2023
BRENT,182,Assault,3,1688459051,2023,Qtr 3,July,4,2023,Qtr 3,July,4,2460128,20230702,2,"A drunk lady passenger came onto a bus with a  kid and where she wanted to go she didn't know. also, she beat her kid very badly.in between someone calls the police so I wait until the police did not come.",519090,12,10am-2pm,2023,Qtr 3,July,2,IRIS,Lakeside Way,1688459051,July,7,185708,2,1899-12-30 12:55:00,46500,1158354,Passenger / Customer,Sunday,2023
BRENT,183,Assault,3,1673344129,2023,Qtr 1,January,10,2023,Qtr 1,January,10,2459952,20230107,7,MAN WITH ALCOHOL WAS REFUSED BY THE DRIVER TO GET ON THE BUS HE BECAME ANGRY AND THREW THE ALCOHOL AT THE BUS,0,19,6pm-10pm,2023,Qtr 1,January,7,IRIS,KINGSBURY STATION,1673344129,January,1,0,3,1899-12-30 19:10:00,69000,1103267,Bus Driver,Saturday,2023
BRENT,183,Assault,3,1678097741,2023,Qtr 1,March,6,2023,Qtr 1,March,6,2460009,20230305,5,DRIVER BRAKED HARD ANGRY PASSENGER CAME TO THE DRIVER AND SPAT AT HIM,0,13,10am-2pm,2023,Qtr 1,March,5,IRIS,Kingsbury Road,1678097741,March,3,0,1,1899-12-30 13:01:00,46860,1119986,Bus Driver,Sunday,2023
BRENT,184,Assault,3,1675760872,2023,Qtr 1,February,7,2023,Qtr 1,February,7,2459982,20230206,6,Around 15:00 a young girl coming to me said a friend off her has been assaulted by male passager I asked the girl come to me but she left the bus and I asked her the police help she said she don’t want get envolve or tell how the male person who is it,524955,15,2pm-6pm,2023,Qtr 1,February,6,IRIS,Finchley road,1675760872,February,2,188248,1,1899-12-30 15:00:00,54000,1111526,Passenger / Customer,Monday,2023
BRENT,187,Assault,3,1669229612,2022,Qtr 4,November,23,2022,Qtr 4,November,28,2459906,20221122,22,"When I was driving towards Central Middlesex Hospital, a male passenger entered the bus holding two glass bottles of beer (one of the bottles were open and he was drinking from it). He payed his fare and walked inside the bus, and I asked him to come back and told him that no alcohol is permitted on public transport,  and told him to leave the opened bottle outside of the bus otherwise he would not be allowed to travel. He drank the rest of the opened bottle and then threw the unopened bottle outside of the bus. He then went back inside and sat down, and as the bus was moving he was standing up, shouting and was very rudely insulting me. At one point when the bus stopped, he walked towards the windscreen cabin and shouted that he was going to follow me and kill me. I carried on driving and ignored him completely.  He then got off at Park Royal Asda. I drove to the last stop, and had 2 minutes until departing. I departed on time. When departing from CMH, I was stopped at the traffic light. I then saw the same passenger cross the road and come towards me. He was insulting me again whilst walking towards me. He then came over to the cab window, and threw a glass bottle against the window. The window broke, and pieces of glass splattered on me. I made a call red straight away, and he fled from the scene. I was advised to bring the bus out of service back to the garage, which I did.",520165,23,10pm-2am,2022,Qtr 4,November,22,IRIS,Acton Lane,1669645801,November,11,182732,1,1899-12-30 23:50:00,85800,1089894,Passenger / Customer,Tuesday,2022
BRENT,187,Assault,3,1683309091,2023,Qtr 2,May,5,2023,Qtr 2,May,15,2460069,20230504,4,"when i went to change over point after my break i found the driver alredy having argument with two womens about payment, so i did not step in and was waiting for then to finished so than a could change over.
so the driver step out of the bus and i taking my position those two womens was calling the driver racist because they were twou black womens,
so i politely told them do not say that because is not nice.
so after that they start telling me i was recist and sexist because they are two black womens, i told them to stop, otherwise i wold not be able to continue,,,so they start to insultme ,shalt very loud,,,so i did call the police for assistence. the police come and after while remove those two womens from the bus.",521565,20,6pm-10pm,2023,Qtr 2,May,4,IRIS,Acton Lane,1684163740,May,5,183320,1,1899-12-30 20:37:00,74220,1136708,Passenger / Customer,Thursday,2023
BRENT,189,Assault,3,1666220674,2022,Qtr 4,October,19,2022,Qtr 4,November,5,2459872,20221019,19,"Passenger with walking aide  wanted to enter the bus but said she was unable to board bus. She asked me to come closer to the kerb, i told her i was unable to get close due to street furniture. I proceded to kneel the bus. She said she still could not enter. She then hurled verbal abuse. She did not board bus.
 My bus terminated at Brent Cross where i had my break. (She appeared to have followed my bus) The lady saw me and hurled abuse in front of my colleagues.",524998,19,6pm-10pm,2022,Qtr 4,October,19,IRIS,Kilburn High Road,1667675985,October,10,184095,0,1899-12-30 19:30:00,70200,1079013,Bus Driver,Wednesday,2022
BRENT,189,Assault,3,1686062879,2023,Qtr 2,June,6,2023,Qtr 3,August,1,2460100,20230604,4,"I was driving along Kilburn Brondesbury station there was a temporary traffic light and the bus stop was out of use (closed)
The light was green as I approached there were two people one male jumped infront of the forced me to stop and the Second Lady open the door and all came inside the bus the male passenger started abusive  and shouting I called code red asking for assistance waited there about 20min the police didn’t attend the passengers left the bus I called code red again for clearance and started my journey,",524776,22,10pm-2am,2023,Qtr 2,June,4,IRIS,Shoot-Up Hill,1690903172,June,6,184462,2,1899-12-30 22:06:00,79560,1147836,Bus Driver,Sunday,2023
BRENT,204,Assault,3,1670314225,2022,Qtr 4,December,6,2022,Qtr 4,December,7,2459919,20221205,5,"There were passengers in my bus, one girl came to me and claimed that her family racially abused by a lady and request to call the police. I called the police and both parties stayed at bus after two hours later police arrived and talk to them and after 20 minutes police clear me to go.",517511,16,2pm-6pm,2022,Qtr 4,December,5,IRIS,East Lane,1670404591,December,12,186214,1,1899-12-30 16:24:00,59040,1093501,Passenger / Customer,Monday,2022
BRENT,206,Assault,3,1687707746,2023,Qtr 2,June,25,2023,Qtr 2,June,28,2460121,20230625,25,"I WAS SERVING THE BUS STOP IN SALISBURY ROAD NEAR SCHOLL  THE TWO PASSENGERS FEMALE AND MALE BOARD ON THE BUS WITHOUT SHOW OR TAPE VALIDE PASS,  THEIR JUST WHEN SITDOWN AFTER FEW SECONDS I OPEN LITTLE THE CAB DRIVER DOOR TO ASK THEM WHAT THE REASON FOR NOT SHOWING N0TTHING TO TRAVEL WHILE I WAS TALK TO MALE PASSENGER HE WAS SEAT BEAHAND THE CAB. JUST STAND UP SO FASTER THEN SLAM THE CAB DOOR AGAINST ME . AND DOOR CAUGHT MY LEFT RING FINGER.",524589,13,10am-2pm,2023,Qtr 2,June,25,IRIS,Salusbury Road,1687978277,June,6,183343,0,1899-12-30 13:01:00,46860,1154429,Bus Driver,Sunday,2023
BRENT,206,Assault,3,1688907978,2023,Qtr 3,July,9,2023,Qtr 3,July,10,2460133,20230707,7,"I arrived at the bus stand The Paddocks, my leader was already there. I switched off the engine and opened the doors to get some fresh air. there was a few people waiting for the bus to depart . they walked towards the bus and wanted to get inside. i told them that the bus in front would be leaving first, they told me that the driver in front told them my bus was going first and still wanted to go inside. I said i could not let them inside yet as i will leave in fifteen minutes i said that i would let them in  3 to 5 mins befofe i depart.one of the men stated swearing at me shouting. suddenly the guy punched me to my temple very hard , immediately felt dizzy and got back into my bus to do a code red, but it was not working.i came out to try to take a picture of the guy but he had gone. I carried on driving to kilburn but i did not feel good with a head rush. i left the bus at kilburn park for someone to bring the bus back to the garage.",519858,19,6pm-10pm,2023,Qtr 3,July,7,IRIS,The Paddocks,1688990509,July,7,187122,2,1899-12-30 19:45:00,71100,1160536,Bus Driver,Friday,2023
BRENT,206,Assault,3,1688921353,2023,Qtr 3,July,9,2023,Qtr 3,July,10,2460134,20230708,8,Verbal abuse and punching protective screen and threat of physical attack,521822,22,10pm-2am,2023,Qtr 3,July,8,IRIS,Buckingham rd,1688990237,July,7,183394,1,1899-12-30 22:44:00,81840,1160539,Bus Driver,Saturday,2023
BRENT,210,Assault,3,1673013064,2023,Qtr 1,January,6,2023,Qtr 1,January,6,2459935,20221221,21,D/OP DID CODE BLUE DUE TO ABUSIVE PASSENGER ON BOARD,529246,15,2pm-6pm,2022,Qtr 4,December,21,IRIS,junction road,1673013064,December,12,186352,16,1899-12-30 15:19:00,55140,1102394,Passenger / Customer,Wednesday,2022
BRENT,226,Assault,3,1666853783,2022,Qtr 4,October,27,2022,Qtr 4,October,31,2459879,20221026,26,"As it was a very busy day and mega delays on the route passengers were unhappy and upset. Although I took that in consideration and I explained the situation, a very abusive passenger boarded the bus at Hodford Road. She was none stop complaining, I ignored all what she was saying untill we got to Dollis Hill Station. Passengers boarded and the bus was full, she started chatting to others about how bad we are bus drivers and useless. We are asking for more money for the job we are not doing properly. I started to get annoyed with her but I decided to let it go. But when I heard one the passengers saying THEY ARE ALL MOTHER F****RS I really could not take anymore. I was on Aberdeen Road bus stop. I decided to stop and to carry on as I was so upset and felt really humiliated with what going on from quite a few of the passengers. I switched engine off and told every one that I'm not going to continue and I explained the reason. Same group of passengers became more abusive and started taking videos of me. I called garage and NMCC seeking help to get passengers off the bus. When all came off the bus I carried on in service.",521994,19,6pm-10pm,2022,Qtr 4,October,26,IRIS,Burnley Road,1667244720,October,10,185264,1,1899-12-30 19:35:00,70500,1081658,Bus Driver,Wednesday,2022
BRENT,226,Assault,3,1680087023,2023,Qtr 1,March,29,2023,Qtr 1,March,29,2460032,20230328,28,PASSENGER WAS TRASFERRED FROM THE PREVIOUS BUS AND BEGAN VERBALLY ABUSING AND THREATENING THE DRIVER POLICE WAS CALLED,0,14,2pm-6pm,2023,Qtr 1,March,28,IRIS,CORONATION ROAD,1680087023,March,3,0,1,1899-12-30 14:48:00,53280,1127016,Bus Driver,Tuesday,2023
BRENT,226,Assault,3,1683799874,2023,Qtr 2,May,11,2023,Qtr 2,May,11,2460074,20230509,9,FEMALE GOT ON THE BUS TO GET AWAY FROM  AN AGGRESSIVE MAN HARRASSING HER,0,11,10am-2pm,2023,Qtr 2,May,9,IRIS,Cricklewood Broadway,1683799874,May,5,0,2,1899-12-30 11:48:00,42480,1138744,Passengers,Tuesday,2023
BRENT,232,Assault,3,1669026536,2022,Qtr 4,November,21,2022,Qtr 4,December,9,2459896,20221112,12,"Two youths came on the bus but claimed that they lost their bus pass, so i said i can only let only one of you on the bus, but the other one had to pay, they decided to ignore me and boarded the bus, so i turned the engine off and told them unless they pay this bus is not going anywhere. Then they started an art with a passenger which was getting very heated, so i came out the cab to tell them to get off the bus, when suddenly one ruched towards me, so my reaction was to push him away because i didnt know what he has on him. The next thing i knew was the other one started to punch me, so i tried to grab him and put him off the bus, can't remember much after that, he fell back and started kicking me.",521413,17,2pm-6pm,2022,Qtr 4,November,12,IRIS,Neasden Lane,1670586506,November,11,185487,9,1899-12-30 17:48:00,64080,1088894,Bus Driver,Saturday,2022
BRENT,232,Assault,3,1696838307,2023,Qtr 4,October,9,2023,Qtr 4,October,10,2460222,20231004,4,Passenger tried to assault me banging on the mirror in the cab trying 2 open the can so he can fight me,523234,17,2pm-6pm,2023,Qtr 4,October,4,IRIS,Prince Charles Drive,1696931579,October,10,187875,5,1899-12-30 17:41:00,63660,1194879,Bus Driver,Wednesday,2023
BRENT,245,Assault,3,1665736842,2022,Qtr 4,October,14,2022,Qtr 4,October,14,2459865,20221012,12,"As I was driving I pulled over to pick up school kids at the bus stop “ Carlton Avenue East”.
I used PA sistem to send a message to move upstairs or move back inside the bus,however one of kids,a girl with long black hair wearing a dark green coat and a white bag,was standing next to the front door.
I asked her to move back because that is not a safe point to stay and she replayed that wasn’t space.
So I said that I was sorry but I couldn’t continue my journey for safety reason if she continued to stand there…so she said “f**k off too” and she left the bus",518734,15,2pm-6pm,2022,Qtr 4,October,12,IRIS,Forty Avenue,1665736842,October,10,186493,2,1899-12-30 15:30:00,55800,1077546,Bus Driver,Wednesday,2022
BRENT,245,Assault,3,1665738919,2022,Qtr 4,October,14,2022,Qtr 4,October,14,2459865,20221012,12,"As I was driving in Coles Green Road,a passenger rang the bell,so a pulled over and served the bus stop.
Out of the blue the passenger seated near by the luggage area got up pretending to get off the bus but he punched very hard the cab door.
I ask was going on to this man but he ignored me.
I was scared so I called cod red because I didn’t feel sure to continue to drive with this passenger on board.
After few minutes the above passenger left the bus and I continued to drive.",522727,23,10pm-2am,2022,Qtr 4,October,12,IRIS,Coles Green Road,1665738919,October,10,186511,2,1899-12-30 23:30:00,84600,1077441,Bus Driver,Wednesday,2022
BRENT,245,Assault,3,1666513456,2022,Qtr 4,October,23,2022,Qtr 4,October,25,2459874,20221021,21,I was driving the bus in service towards Alperton Sainsbury's. As I was serving Perrin Road bus stop E looking at the cab CCTV I saw a teenager punch a smaller child several times in the face. They were hard blows and I and all the passengers on the bus were shocked by this unprovoked violent attack but this happened very quickly and unfortunately none of us were able to intervene. I was informed both the attacker and the victim are Wembley High Technology College students.,516614,15,2pm-6pm,2022,Qtr 4,October,21,IRIS,Watford Road,1666684165,October,10,185890,2,1899-12-30 15:49:00,56940,1079929,Passenger / Customer,Friday,2022
BRENT,245,Assault,3,1666790087,2022,Qtr 4,October,26,2022,Qtr 4,October,31,2459878,20221025,25,"I was stationary at the Brook Road bus stop, just after Wembley Park when i checked my rear door camera monitor to make sure everybody had got off safely. 

I closed both doors simultaneously without realising, a Somalian lady and her son were trying to exit through the front. The lady had crates of coke bottles in her hand and got caught in the front door, so i opened it back very quickly apologising for closing her in. 

She then spat at me with no explanation so I pointed to the cctv cameras and then she said she didn’t care and spat again warning me about judgement day and all sorts of things that i deserve coming to me.

I terminated the bus where i was and coded red however there was no response. I also phoned Ibus who instructed me to run dead to PV to get a swab however when i got back, i went straight to front desk to ask them how to use the spit kit and by the time i returned to the bus, the engineers were under the impression that i had taken the swab already so they cleaned it unfortunately.",518948,16,2pm-6pm,2022,Qtr 4,October,25,IRIS,Brook Road,1667220373,October,10,186547,1,1899-12-30 16:15:00,58500,1081367,Bus Driver,Tuesday,2022
