Data Ref Num,EIRF,DUP,Date,YEAR,MONTH,WEEKDAY,Time,HOUR,LOCATION,Area within Station,Area within Station (2),DESCRIPTION,Incident Classification,Harm Score,Victim's Job,Number of victims,Trigger 1,Trigger 2,SPIT,HATE,INTOX,RS/Beg,WEAP,YOUTH,REC,NOTES,PERIOD,WEEK,Reminder Flag,DESCRIPTION_IMMEDIATE_ACTIONS,HSE_INCIDENT_REFERENCE_NO,CRIME_REFERENCE_NO,DIM_INC_LOGGED_DATE_IEX_DWK,Summary
,X,,12/09/2023,2023,SEP,TUE,20:27,20,,None,,"A PSA asked a passenger who was gesticulating and ranting to leave the train, the passenger became aggressive and shoved the PSA on their shoulder",Physical,,,,,,,,,,,,,,6,,,PSA requested assistance and station staff were dispatched,194807,,20230920,"A PSA asked a passenger who was gesticulating and ranting to leave the train, the passenger became aggressive and shoved the PSA on their shoulder"
UK_IRF001301030,X,,01/10/2023,2023,OCT,SUN,20:28,20,Notting Hill Gate,Booking Hall,,"20:18 Young Asian male and Asian Female forced WAG 22 to Exit Station. 
20:28 Same male & female forced WAG 22 to re-enter station. CSS said to them stop making it a habit. Asian male gave hand gesture towards CSS. They made there way to Plt 1 and just before going down the stairs shouted abuse and threw an electronic vape towards CSS & CSA's. Vape did not hit anyone. They then made their way down stairs leading to central line from Plt 1.

CCTV ill be viewed and downloads requested
WAASB003118276
WASSB003118296
BTP LOG REF: 579/011023
Electronic Vape IN MULTI SAFE BAG 990-1220-3714-8 stored in POM Suite Safe",Physical,,CSA1,,,,,,,,,,,,7,,,Fare Evasion,UK_IRF001301030,579/011023,20231002,CSS said to them stop making it a habit. They made there way to Plt 1 and just before going down the stairs shouted abuse and threw an electronic vape towards CSS & CSA's. They then made their way down stairs leading to central line from Plt 1.
UK_IRF001301030,X,,01/10/2023,2023,OCT,SUN,20:28,20,Notting Hill Gate,Booking Hall,,"20:18 Young Asian male and Asian Female forced WAG 22 to Exit Station. 
20:28 Same male & female forced WAG 22 to re-enter station. CSS said to them stop making it a habit. Asian male gave hand gesture towards CSS. They made there way to Plt 1 and just before going down the stairs shouted abuse and threw an electronic vape towards CSS & CSA's. Vape did not hit anyone. They then made their way down stairs leading to central line from Plt 1.

CCTV ill be viewed and downloads requested
WAASB003118276
WASSB003118296
BTP LOG REF: 579/011023
Electronic Vape IN MULTI SAFE BAG 990-1220-3714-8 stored in POM Suite Safe",Physical,,CSS1,,,,,,,,,,,,7,,,Fare Evasion,UK_IRF001301030,579/011023,20231002,CSS said to them stop making it a habit. They made there way to Plt 1 and just before going down the stairs shouted abuse and threw an electronic vape towards CSS & CSA's. They then made their way down stairs leading to central line from Plt 1.
UK_IRF001301030,X,,01/10/2023,2023,OCT,SUN,20:28,20,Notting Hill Gate,Booking Hall,,"20:18 Young Asian male and Asian Female forced WAG 22 to Exit Station. 
20:28 Same male & female forced WAG 22 to re-enter station. CSS said to them stop making it a habit. Asian male gave hand gesture towards CSS. They made there way to Plt 1 and just before going down the stairs shouted abuse and threw an electronic vape towards CSS & CSA's. Vape did not hit anyone. They then made their way down stairs leading to central line from Plt 1.

CCTV ill be viewed and downloads requested
WAASB003118276
WASSB003118296
BTP LOG REF: 579/011023
Electronic Vape IN MULTI SAFE BAG 990-1220-3714-8 stored in POM Suite Safe",Physical,,CSA1,,,,,,,,,,,,7,,,Fare Evasion,UK_IRF001301030,579/011023,20231002,CSS said to them stop making it a habit. They made there way to Plt 1 and just before going down the stairs shouted abuse and threw an electronic vape towards CSS & CSA's. They then made their way down stairs leading to central line from Plt 1.
UK_IRF001293146,X,,02/09/2023,2023,SEP,SAT,20:52,20,London Bridge,Booking Hall,,L30 physically assaulted,Physical,,CSA1,,,,,,,,,,,,6,,,"20:52 L30 requested for British Transport Police (BTP) to be called as a male is trying to assault him. Mobile CSS on route to assist. 

IC3 male approx 6ft 5 tall slim build wearing dark green Puma track suit and had a black face mask on seen throwing punches at L30. L30 seen fall to the ground and the male is still swinging. L34 and mobile CSS seen get between L30 and the male, mobile CSS takes L30 out of the situation by opening the door to the CSS office. L34 and mobile CSS ushered the offending male away from the area. The male doubles through the Jubilee gate line and goes to the platform area. 

20:55 BTP called via 999 by CSM. BTP reference 512. Mobile CSS requests LAS through 1899. LUCC reference 105.

21:00 BTP on site shoulder numbers 9500 & 2859. Officers circulated males description. L30 told BTP that he was having banter with the male before he started being threatening towards him. 

21:02 Jubilee service manager advised of the situation.

21:08 Jubilee service manager called back to advise DRM on route to offer assistance.

21:14 BTP going to review CCTV. Relevant camera numbers provided. 

21:32 LAS on site crew details N339.

21:48 LAS taking L30 to St Thomas Hospital for check over. CSM accompanying L30.

21:50 DRM on site, assistance offered but not required. 

22:00 DRM off site.

23:29 LUCC updated. 

BTP have taken details from staff and will contact them regarding statements. 

Duty of care given to L30. TSG was not offered as L30 was speaking with BTP then the LAS. CSM will offer TSG support if required.",UK_IRF001293146,,20230903,L30 physically assaulted
,X,,30/09/2023,2023,SEP,SAT,20:55,20,,None,,"An intoxicated passenger got on the train shouting loudly and being aggressive towards other passengers. The PSA asked the passenger to calm down, they refused and became increasingly aggressive and abusive towards the PSA",Verbal,,,,,,,,,,,,,,7,,,requested BTP assistance.  PSA moved himself and passengers to other carriage.  Male left the station at Woolwich Arsenal,195976,,20231004,"An intoxicated passenger got on the train shouting loudly and being aggressive towards other passengers. The PSA asked the passenger to calm down, they refused and became increasingly aggressive and abusive towards the PSA"
,X,,07/09/2023,2023,SEP,THU,20:07,20,,None,,A PSA operating R207 had sweets thrown in their face by a group of kids from the platform. No injuries sustained  welfare check carried out by the CC,Physical,,,,,,,,,,,,,,6,,,Welfare check carried out by the Control Centre,194145,,20230912,A PSA operating R207 had sweets thrown in their face by a group of kids from the platform. No injuries sustained  welfare check carried out by the CC
UK_IRF001301457,X,,03/10/2023,2023,OCT,TUE,20:32,20,Tooting Broadway,Booking Hall,,"1 black male aged around late 30s through a full can of rum cola at CSA K Hook drink was splashed over office door and CSA police was called ref 665.
CSA was a bit shaken up and was told to sit in messroom.",Physical,,CSA1,,,,,,,,,,,,7,,,cctv was viewed and can be seen on Cam 701 + 704 (time 20:32hrs),UK_IRF001301457,,20231003,1 black male aged around late 30s through a full can of rum cola at CSA K Hook drink was splashed over office door and CSA police was called ref 665. CSA was a bit shaken up and was told to sit in messroom.
UK_IRF001300299,X,,28/09/2023,2023,SEP,THU,19:45,19,Newbury Park,Booking Hall,,"19.35 CSS 2 having his break on Platform 2 sitting on bench towards front.See 2 xYouth smoking and travelling with E scooter CSS Advised them u cant smoke here and cant travel with E SCOOTER.Then they started swearing at me and showing fingers.I said will call BTP then 1xYouth started pulling his trousers and showing me his backside.I rang CSS on duty to call BTP while hearing that Youths made there way upstairs .
19.45 CSS2 saw 2xYouths messing around in the ticket hall climbing and riding Escorted around circle inside the station.

19;50 CSS 1 Was on gate line dealing with other customer 2xYouths started abusing her and intimidated her.CSS1 decided to come down she felt scared while CSS1 open gates youths followed her behind her back in which she told them dont come behind my back fill scared.
They then abused her by saying u want to see our private parts twice to her.CSS1 made her way down to office.

19:55 CSS2 call for BTP via 999 ref no 369/28092023 was issued.

20:00 CSS2 and CSA with Body cam on made way upstairs near the entrance awaiting for BTP 2xYOUTHS swear at CSA and myself while we awaits.

20:10 BTP on station were Youths started running inside the upper Car park where CSS2 advised BTP the location of 2xYouths were they got arrested.

20:25 BTP makes the way with 2xYouths in car for Statement from CSS2 AND CSS1.BTP advised they will ring or come tomorrow for Full statement.",Verbal,,CSS1,,,,,,,,,,,,7,,,"2XYouths Antisocial behaviour, Bored, Damaged to toilets as well on W.B

Duty of care given by CSM to CSS2

CSS1 went home as she was upset and scared.",UK_IRF001300299,,20230928,19.35 CSS 2 having his break on Platform 2 sitting on bench towards front.See 2 xYouth smoking and travelling with E scooter CSS Advised them u cant smoke here and cant travel with E SCOOTER.Then they started swearing at me and showing fingers.I said will call BTP then 1xYouth started pulling his trousers and showing me his backside.I rang CSS on duty to call BTP while hearing that Youths made there way upstairs . 19;50 CSS 1 Was on gate line dealing with other customer 2xYouths started abusing her and intimidated her.CSS1 decided to come down she felt scared while CSS1 open gates youths followed her behind her back in which she told them dont come behind my back fill scared. 20:00 CSS2 and CSA with Body cam on made way upstairs near the entrance awaiting for BTP 2xYOUTHS swear at CSA and myself while we awaits.
UK_IRF001300299,X,,28/09/2023,2023,SEP,THU,19:45,19,Newbury Park,Booking Hall,,"19.35 CSS 2 having his break on Platform 2 sitting on bench towards front.See 2 xYouth smoking and travelling with E scooter CSS Advised them u cant smoke here and cant travel with E SCOOTER.Then they started swearing at me and showing fingers.I said will call BTP then 1xYouth started pulling his trousers and showing me his backside.I rang CSS on duty to call BTP while hearing that Youths made there way upstairs .
19.45 CSS2 saw 2xYouths messing around in the ticket hall climbing and riding Escorted around circle inside the station.

19;50 CSS 1 Was on gate line dealing with other customer 2xYouths started abusing her and intimidated her.CSS1 decided to come down she felt scared while CSS1 open gates youths followed her behind her back in which she told them dont come behind my back fill scared.
They then abused her by saying u want to see our private parts twice to her.CSS1 made her way down to office.

19:55 CSS2 call for BTP via 999 ref no 369/28092023 was issued.

20:00 CSS2 and CSA with Body cam on made way upstairs near the entrance awaiting for BTP 2xYOUTHS swear at CSA and myself while we awaits.

20:10 BTP on station were Youths started running inside the upper Car park where CSS2 advised BTP the location of 2xYouths were they got arrested.

20:25 BTP makes the way with 2xYouths in car for Statement from CSS2 AND CSS1.BTP advised they will ring or come tomorrow for Full statement.",Verbal,,CSSX,,,,,,,,,,,,7,,,"2XYouths Antisocial behaviour, Bored, Damaged to toilets as well on W.B

Duty of care given by CSM to CSS2

CSS1 went home as she was upset and scared.",UK_IRF001300299,,20230928,19.35 CSS 2 having his break on Platform 2 sitting on bench towards front.See 2 xYouth smoking and travelling with E scooter CSS Advised them u cant smoke here and cant travel with E SCOOTER.Then they started swearing at me and showing fingers.I said will call BTP then 1xYouth started pulling his trousers and showing me his backside.I rang CSS on duty to call BTP while hearing that Youths made there way upstairs . 19;50 CSS 1 Was on gate line dealing with other customer 2xYouths started abusing her and intimidated her.CSS1 decided to come down she felt scared while CSS1 open gates youths followed her behind her back in which she told them dont come behind my back fill scared. 20:00 CSS2 and CSA with Body cam on made way upstairs near the entrance awaiting for BTP 2xYOUTHS swear at CSA and myself while we awaits.
UK_IRF001301910,X,,05/10/2023,2023,OCT,THU,19:48,19,Fairlop,Booking Hall,,An Asian male come through the gates on the way out who seemed rather irate and without me even doing anything whilst standing at the office window he looked at me and shouted aggressively fuck you and left the station,Verbal,,CSS2,,,,,,,,,,,,7,,,Irate male,UK_IRF001301910,,20231005,An Asian male come through the gates on the way out who seemed rather irate and without me even doing anything whilst standing at the office window he looked at me and shouted aggressively fuck you and left the station
UK_IRF001295953,X,,14/09/2023,2023,SEP,THU,23:40,23,Angel,Stairs,,"22:40 PHP09 Platform 1 pressed by CSA2 BN72 as he was leaving his duty and had just signed out. He reported that the flute playing illegal busker was being aggressive and following him and he had only just walked past the illegal busker. CSM could hear the flute man ranting at staff with comments such as ""You come outside and see what happens"", the man persisted for several minutes, returning to his busking spot at the bottom of the single set of stairs 4/604 'Beggar's Spot"" CAM20 covers the stairs but the spot is blind as people walk down stairs.
22:45 BTP ref. 729
BN72 leaves for home without any further contact.
23:32 BTP call to say they are 10 mins away - busker still evident.
23:45 2x BTP on site (PC7549) & briefed & then meet the busker.
23:57 Busker leaves on T155 southbound.
00:06 BTP leave saying they have taken his details and that the man claimed that he was known as '18fluteloops' (& not the other illegal busker 'fluteloops' who had been banned from Old St a few years ago).

CCTV not requested pending a discussion with BN72 as the BTP attended and would require BN72 to make the complaint to crime it.
BN27 did not wish TSG and reported fit for duty the following day and duty of care meeting with CSM Fraser 22:10 15.09.2023.
BN27 did not wish to pursue charges but will make a statement if required to assist if this becomes a persistant offender.
CCTV not requested - but had been seen live by CSM Fraser as a witness (via PHP09), if required.",Threat,,CSA2,,,,,,,,,,,,6,,,Illegal busker upset at staff,UK_IRF001295953,,20230916,"22:40 PHP09 Platform 1 pressed by CSA2 BN72 as he was leaving his duty and had just signed out. 00:06 BTP leave saying they have taken his details and that the man claimed that he was known as '18fluteloops' (& not the other illegal busker 'fluteloops' who had been banned from Old St a few years ago). CCTV not requested - but had been seen live by CSM Fraser as a witness (via PHP09), if required."
UK_IRF001296683,X,,17/09/2023,2023,SEP,SUN,23:40,23,Hammersmith,Gate line,,"at approximately 23:45hrs while I was on the gate line fixing the gates from jammed paper tickets a female customer start shouting and asking why the station screens not showing the next Eastbound service I explained to her it should update shortly as the last train hasn't gone yet but she started being verbally abusive and aggressive, she walked  toward me with her phone in her hand saying she will smash it on my head, I walked away from her but I heard her spitting when I turned around I saw her spitting again towards me and continued her verbal abuse. I went back to the office to get the body worn camera but  had a call stating that the last East Bound Train 170 was cancelled when I went back to the gate line she was gone,",Threat,,CSA1,,,,,,,,,,,,7,,,while on the gate line fixing the gates I got verbally abused and spat at by female customer,UK_IRF001296683,,20230918,"at approximately 23:45hrs while I was on the gate line fixing the gates from jammed paper tickets a female customer start shouting and asking why the station screens not showing the next Eastbound service I explained to her it should update shortly as the last train hasn't gone yet but she started being verbally abusive and aggressive, she walked  toward me with her phone in her hand saying she will smash it on my head, I walked away from her but I heard her spitting when I turned around I saw her spitting again towards me and continued her verbal abuse. I went back to the office to get the body worn camera but  had a call stating that the last East Bound Train 170 was cancelled when I went back to the gate line she was gone,"
UK_IRF001292941,X,,01/09/2023,2023,SEP,FRI,23:18,23,Rayners Lane,Platform,,"23:16 - CSS advises customer to leave train W362 due to it terminating at Rayner Lane.
23:17 - Customer approaches CSS on platform, and tries to hug her whilst using sexually suggestive language. CSS walks away to continue detrainment.
23:28 - When CSS  finishes detrainment, customer is still on platform. He has began approaching some young children, so CSS tells him to move away. He then lunges at CSS and tries to grab her again whilst still making sexually suggestive comments. CSS has to push him away by his chest, and retreats to a place of safety in the CSS platform office.

WAASB003054518 refers.",Physical,,CSS2,,,,,,,,,,,,6,,,Sexual harassment from detrainment.,UK_IRF001292941,,20230902,"23:17 - Customer approaches CSS on platform, and tries to hug her whilst using sexually suggestive language. He has began approaching some young children, so CSS tells him to move away. He then lunges at CSS and tries to grab her again whilst still making sexually suggestive comments."
UK_IRF001296509,X,,16/09/2023,2023,SEP,SAT,23:23,23,Stonebridge Park,Running Line (open),,"Bakerloo line last train services were severely delayed due to a customer refusing to alight train 241, customer had a large dog and no staff felt safe approaching the customer. Train 241 was due to go into Stonebridge Park to stable however train had to be extended to Harrow and Wealdstone as BTP ETA was too long. Customer racially abused, flashed and spat at CSS at Stonebridge Park. Spit kit carried out by CSM. Train 241 arrived back at Stonebridge park southbound after being extended to Harrow at 00:15. 2 x BTP officers were concerned about their own safety with the dog the customer had so requested BTP dog handling units to attend. TAC was informed we could not guarantee last trains as last southbound 201 was now stuck behind 241. Service control teams started to make alternate plans for last trains as stations were going to close before the passage.",Threat,,CSS2,,,,,,,,,,,,6,,,"Cars involved: LC: 3239. 

Bakerloo line last train services were severely delayed due to a customer refusing to alight train 241, customer had a large dog and no staff felt safe approaching the customer. Train 241 was due to go into Stonebridge Park to stable however train had to be extended to Harrow and Wealdstone as BTP ETA was too long. Customer racially abused, flashed and spat at CSS at Stonebridge Park. Spit kit carried out by CSM. Train 241 arrived back at Stonebridge park southbound after being extended to Harrow at 00:15. 2 x BTP officers were concerned about their own safety with the dog the customer had so requested BTP dog handling units to attend. TAC was informed we could not guarantee last trains as last southbound 201 was now stuck behind 241. Service control teams started to make alternate plans for last trains as stations were going to close before the passage. 

Bakerloo line SM made decision to used northbound 222 as last train 201 through the tunnel section of the Bakerloo. New train 201 was a night t/op who would shunt that train back into London road and bring out a prepped train as 251 the first one from Elephant in the morning was also stuck behind 241. This was carried out. 

Regents Park and Marylebone were closed for the passage of the last southbound train due to staff unable to stay on. 

No train services were cancelled in the morning as stock balance was worked well by Bakerloo SC teams to facilitate last minute moving of trains around the line to enable this. 

CSS at Stonebridge Park has booked off work due to the abuse they suffered. Queen's Park management are providing duty of care. At time of writing EIRF Wembley CSM confirms the spit kit is still in Stonebridge Park fridge. 

2 customers were stuck on original last southbound train 201 wanting to travel further south. Help was provided to these customers via stations teams and Bakerloo SM. 

Traction current was around 38 minutes delayed to published switch off time at COT. With the hand back to the TAC at 01:43. 

Incident train 241 eventually cleared the line at 00:56 with the customer and the dog being removed by BTP. 

Description of the customer was described as a white male wearing 3 quarter length trousers and nothing else on their torso. 

BTP ref: 856. 

Initial delay 35 minutes. 

Root cause: Crime - Customer abusive with dangerous dog would not alight train delaying all last services and traction current on the Bakerloo line.",UK_IRF001296509,853,20230917,"Bakerloo line last train services were severely delayed due to a customer refusing to alight train 241, customer had a large dog and no staff felt safe approaching the customer. 2 x BTP officers were concerned about their own safety with the dog the customer had so requested BTP dog handling units to attend. Service control teams started to make alternate plans for last trains as stations were going to close before the passage."
UK_IRF001297324,X,,20/09/2023,2023,SEP,WED,23:50,23,Uxbridge,Booking Hall,,"23:50 - Member of the public (MP) wearing a khaki jacket, grey hood and jeans approached CSA MR and informed him he had lost a £10 in the MFM, CSA MR informed MP the MFM had a fault and an open job so was not currently accepting notes and we were waiting on an engineer. MP called him a cunt amongst other expletives and said CSA MR had stolen his money and that he would lose his job tomorrow.
23:53 - CSA MR shaken up by this interaction went into the ticket office to assist contractors on site and called CSS DL to explain what had happened and it was agreed for CSA MR to stay in the ticket office as a place of safety until MP left and the situation calmed.
00:03 - CSS DL was on a call with T/Op DN who had just finished TAD duties on the station and was on loud speaker sharing he had returned to train duties today and witnessed the whole interaction. MP approached the CSS window and the interaction is as follows;
MP - ""where is Mark?""
CSS DL - ""Mark is busy at the moment can I help you?""
MP - ""I want Mark now""
CSS DL - ""Well unfortunately Mark is currently on a break so how can I help you?""
MP - ""You don't need to be rude.""
CSS DL - ""Sorry buddy but you came here shouting at me and demanding Mark who is unavailable. I have offered to help you and you seem to aggressive and not explaining what help you need from me.""
MP - ""I am a solicitor so I will get you for this.""
CSS DL - ""Ok thank you for sharing that but can you please tell me how I can help you today?""
MP - ""Actually forgot that I am a Barrister to tomorrow morning you are losing your job, it doesn't matter if Mark is here or not you wont have a job tomorrow.""
CSS DL - ""Ok well what can I do for you today?""
MP - ""I want to get home and I just put a £10 note into the machine and I have no money""
CSS DL - ""Well the machine has been faulty all day and hasn't accepted any notes so I do not understand how you could of entered one.""
MP - ""Are you trying to be funny with me you cunt, ok, it wasn't a note I put in ten pound coins and lost those.""
CSS DL - ""Just to confirm, what did you put into the machine? a note or coins?""
MP - ""Lets say both, I put in a ten pound note and ten pound coins so I've lost £30.""
CSS DL - ""ok well unfortunately you will have to call customer services and explain to them what has happened and they will have a look if they can assist.""
MP - ""I have been nice to you, do you want me to get nasty.""
CSS DL - ""I am more than happy to get the police involved if you carry on making threats and being abusive.""
MP - ""ok, ok , ok well I will just go then alright, is that alright with you?""
CSS DL - ""yes please leave and make your journey home.""
23:15 - MP finally left the station and got on a train.",Verbal,,CSS2,,,,,,,,,,,,7,,,"MP was making allegations about losing money which was not possible to put into the machine due to faults.
MP seemed under the influence of alcohol.
MP was rude, aggressive and threatening so CSS DL and CSA MR wanted minimal interaction with him in an open space and kept to places of safety.",UK_IRF001297324,,20230921,"CSS DL - ""Sorry buddy but you came here shouting at me and demanding Mark who is unavailable. MP - ""Actually forgot that I am a Barrister to tomorrow morning you are losing your job, it doesn't matter if Mark is here or not you wont have a job tomorrow."" CSS DL - ""I am more than happy to get the police involved if you carry on making threats and being abusive."""
UK_IRF001297324,X,,20/09/2023,2023,SEP,WED,23:50,23,Uxbridge,Booking Hall,,"23:50 - Member of the public (MP) wearing a khaki jacket, grey hood and jeans approached CSA MR and informed him he had lost a £10 in the MFM, CSA MR informed MP the MFM had a fault and an open job so was not currently accepting notes and we were waiting on an engineer. MP called him a cunt amongst other expletives and said CSA MR had stolen his money and that he would lose his job tomorrow.
23:53 - CSA MR shaken up by this interaction went into the ticket office to assist contractors on site and called CSS DL to explain what had happened and it was agreed for CSA MR to stay in the ticket office as a place of safety until MP left and the situation calmed.
00:03 - CSS DL was on a call with T/Op DN who had just finished TAD duties on the station and was on loud speaker sharing he had returned to train duties today and witnessed the whole interaction. MP approached the CSS window and the interaction is as follows;
MP - ""where is Mark?""
CSS DL - ""Mark is busy at the moment can I help you?""
MP - ""I want Mark now""
CSS DL - ""Well unfortunately Mark is currently on a break so how can I help you?""
MP - ""You don't need to be rude.""
CSS DL - ""Sorry buddy but you came here shouting at me and demanding Mark who is unavailable. I have offered to help you and you seem to aggressive and not explaining what help you need from me.""
MP - ""I am a solicitor so I will get you for this.""
CSS DL - ""Ok thank you for sharing that but can you please tell me how I can help you today?""
MP - ""Actually forgot that I am a Barrister to tomorrow morning you are losing your job, it doesn't matter if Mark is here or not you wont have a job tomorrow.""
CSS DL - ""Ok well what can I do for you today?""
MP - ""I want to get home and I just put a £10 note into the machine and I have no money""
CSS DL - ""Well the machine has been faulty all day and hasn't accepted any notes so I do not understand how you could of entered one.""
MP - ""Are you trying to be funny with me you cunt, ok, it wasn't a note I put in ten pound coins and lost those.""
CSS DL - ""Just to confirm, what did you put into the machine? a note or coins?""
MP - ""Lets say both, I put in a ten pound note and ten pound coins so I've lost £30.""
CSS DL - ""ok well unfortunately you will have to call customer services and explain to them what has happened and they will have a look if they can assist.""
MP - ""I have been nice to you, do you want me to get nasty.""
CSS DL - ""I am more than happy to get the police involved if you carry on making threats and being abusive.""
MP - ""ok, ok , ok well I will just go then alright, is that alright with you?""
CSS DL - ""yes please leave and make your journey home.""
23:15 - MP finally left the station and got on a train.",Threat,,CSA1,,,,,,,,,,,,7,,,"MP was making allegations about losing money which was not possible to put into the machine due to faults.
MP seemed under the influence of alcohol.
MP was rude, aggressive and threatening so CSS DL and CSA MR wanted minimal interaction with him in an open space and kept to places of safety.",UK_IRF001297324,,20230921,"CSS DL - ""Sorry buddy but you came here shouting at me and demanding Mark who is unavailable. MP - ""Actually forgot that I am a Barrister to tomorrow morning you are losing your job, it doesn't matter if Mark is here or not you wont have a job tomorrow."" CSS DL - ""I am more than happy to get the police involved if you carry on making threats and being abusive."""
UK_IRF001292942,X,,01/09/2023,2023,SEP,FRI,23:53,23,Rayners Lane,Platform,,"23:53 - Whilst detraining W313, customer was approached by black male and asked for her name. Customer told her she was attractive and that he was interested in her, but CSS ignores this and continues to detrain.
23:55 - CSS notices a woman vomiting in the flowerbed, being looked after by a friend. After detraining, CSS approaches women and ask if they need any help. They ask for some tissues, which CSS goes to get for them.
23:57 - When CSS returns, previous black male is now verbally and sexually harassing the two women. CSS tells male customer to step away and not to get involved. He then continues being abusive to customers and CSS. CSS asks the women to come to the CSS office as a place of safety.
00:02 - Customers now in safe place in CSS office. Male customer leaves on next Metropolitan line service. CSS offers customers in office water, wipes, and asks if they require any medical intervention, which they decline. They tell CSS black male was smoking marijuana on the train and had previously made suggestive comments to them whilst they travelling. CSS offers to report to BTP, which they also decline. 
00:10 - Customers leave to travel home.

WAASB003054535",Verbal,,CSS2,,,,,,,,,,,,6,,,Sexual harassment and verbal aggression to CSS and other female customers/Female customer unwell and vomiting on platform 1.,UK_IRF001292942,,20230902,"23:53 - Whilst detraining W313, customer was approached by black male and asked for her name. After detraining, CSS approaches women and ask if they need any help. 23:57 - When CSS returns, previous black male is now verbally and sexually harassing the two women."
UK_IRF001300600,X,,27/09/2023,2023,SEP,WED,23:30,23,Victoria,Booking Hall,,"at aprox 23:30 CSA duty CN92 requested BTP on the District ticket hall due to passengers fighting (two passengers on one ). PA was made for BTP assistance whilst a call was made via 999 Log 690 27/09/2023.  CSA  duty CN44 followed by CSM and CSA duty CN43 went to assist. Alleged victim remained on station and two alleged suspects left the station lingering around the area. 
at 23:36 BTP on site in D&C ticket hall (5643 & 7536). 
at 23:40 the two alleged suspects were apprehended outside the station by Super drug.",Threat,,CSA2,,,,,,,,,,,,7,,,"It appeared that the alleged victim may have been the instigator/ suspect rather than the two individuals that they were fighting with. The alleged victim had been very verbally abusive to staff on the gateline who were trying to help, even threatened to beat staff up, which was totally unprovoked. When the police eventually arrived, the alleged victim did not give the staff a chance to speak with the police, chasing after the alleged suspects, causing so much confusion.
CCTV reviewed however not requested",UK_IRF001300600,,20230930,at aprox 23:30 CSA duty CN92 requested BTP on the District ticket hall due to passengers fighting (two passengers on one ). Alleged victim remained on station and two alleged suspects left the station lingering around the area. at 23:36 BTP on site in D&C ticket hall (5643 & 7536).
UK_IRF001300600,X,,27/09/2023,2023,SEP,WED,23:30,23,Victoria,Booking Hall,,"at aprox 23:30 CSA duty CN92 requested BTP on the District ticket hall due to passengers fighting (two passengers on one ). PA was made for BTP assistance whilst a call was made via 999 Log 690 27/09/2023.  CSA  duty CN44 followed by CSM and CSA duty CN43 went to assist. Alleged victim remained on station and two alleged suspects left the station lingering around the area. 
at 23:36 BTP on site in D&C ticket hall (5643 & 7536). 
at 23:40 the two alleged suspects were apprehended outside the station by Super drug.",Threat,,CSA1,,,,,,,,,,,,7,,,"It appeared that the alleged victim may have been the instigator/ suspect rather than the two individuals that they were fighting with. The alleged victim had been very verbally abusive to staff on the gateline who were trying to help, even threatened to beat staff up, which was totally unprovoked. When the police eventually arrived, the alleged victim did not give the staff a chance to speak with the police, chasing after the alleged suspects, causing so much confusion.
CCTV reviewed however not requested",UK_IRF001300600,,20230930,at aprox 23:30 CSA duty CN92 requested BTP on the District ticket hall due to passengers fighting (two passengers on one ). Alleged victim remained on station and two alleged suspects left the station lingering around the area. at 23:36 BTP on site in D&C ticket hall (5643 & 7536).
