"Data Ref Num","EIRF","DUP","Date","Year","Month","Weekday","Time","Hour","Location","Area within Station","Area within Station (2)","Description","Incident Classification","Harm Score","Victim's Job","Number of victims","Trigger 1","Trigger 2","SPIT","HATE","INTOX","RS/Beg","WEAP","YOUTH","REC","NOTES","PERIOD","Week","Reminder Flag","DESCRIPTION_IMMEDIATE_ACTIONS","HSE_INCIDENT_REFERENCE_NO","CRIME_REFERENCE_NO","DIM_INC_LOGGED_DATE_IEX_DWK"
"UK_IRF001311962","X","","2023-11-09",2023,"NOV","THU","23:00","23","Bank","Booking Hall","","Weather: overcast, light wind. Temperature: 8º Celsius.
Service Status: good service all lines. 
Customer levels: medium to heavy.

23:02 hours, connect radio call from Customer Service Assistant (CSA2) duty AN76. He reported that he had been assaulted whilst working on the Central Ticket Hall gateline. He stated that he would be making his way to the Monument Station Operations Room (SOR) and then booking off duty. 
23:15 hours, Customer Service Supervisor (CSS) duty AN11 and duty NS01 provided duty of care to CSA2 duty AN76.
23:15 hours, CSA2 duty AN76 was put in contact with the British Transport Police (BTP) via 109 appraised. BTP reference: of 778 of 09.11.2023.
23:40 hours, CSA2 duty AN76 left site. CSA2 duty AN76 did not request the attendance of the London Ambulance Service (LAS),  or an unscheduled staff taxi (journey home). 

Customer Service Manager (CSM) duty AN01 viewed local CCTV and the following was noted:

Camera 504 (omniscan) as follows:
23:00:00 hours, CSA2 duty AN76 is sitting down on a chair on the Central Ticket Hall gateline, outside 2/236 Store. CSA2 duty AN76 is not wearing a Body Worn Video (BWV) camera. 
23:00:52 hours, a male customer (MC1), bald head, wearing a black jacket, reported to be Asian (unspecified), passes through the gateline using wide aisle gate (WAG) no. 88. CSA2 duty AN76 and MC1 started to converse.
23:00:59 hours, MC1’s left hand comes into contact with CSA2 duty AN76 left shoulder. CSA2 duty AN76 and MC1 continued to converse.
23:01:11 hours, MC1 walks away from CSA2 duty AN76.
23:01:11 hours, CSA2 duty AN76 gets up from his sedentary position and walks after MC1, apparently calling out to him.
23:01:12 hours, CSA2 duty AN76 and MC1 continue to converse.
23:01:53 hours, CSA2 duty AN76 uses his connect radio (to contact CSS at Monument SOR, still standing next to MC1.
23:02:01 hours, MC1 leaves CSA2 duty AN76 and makes his way to escalator 2.  
(ends) 
Online station logbook: entry at 23:00 hrs.
Local CCTV camera number: 504 (omniscan). 
A local CCTV download has not been requested.
Asset Control Centre (ACC) fault reference: N/A.
Station Real-time Information (RTI) application update: N/A.","Physical","","CSA2","","","","","","","","","","","",8,"","","A member of staff reported being assaulted whilst in a sedantry position on the Central gateline by an Asian male. Incident was reported to the British Tranposrt Police (BTP). Staff member booked off duty.","UK_IRF001311962","778 of 09.11.2023",20231110
"UK_IRF001312035","X","","2023-11-10",2023,"NOV","FRI","07:30","07","Belsize Park","Office","","07:30
The ABM cleaner came to the office to book on for duty.
On seeing the cleaners face it was clear he had visible injuries and blood flowing from wounds.
He stated he had had an argument on a bus coming to work but was O.K. to do his job.","Physical","","","","","","","","","","","","","",8,"","","07:35
Staff advised the cleaner that they would not be allowed to book on for duty as I had concerns for their wellbeing as they had visible injuries and were bleeding.
The cleaner was asked if they wanted an ambulance called but they refused and wanted the cleaners keys so they could clean them selves up.
The cleaner had blood coming from their left eye socket which was missing an eye (pre existing ) and a lot of blood coming the his left ear.
07:36
The report centre was advised who advised that the D.O.E. be contacted and informed as they could not help.
08:00
The AGM Supervisor was contacted and advised of the situation and that the cleaner would not be allowed to book on to the station.
08:15
The cleaner eventually agreed to attend the Royal Free accident and emergency department and seek treatment.","UK_IRF001312035","",20231110
"UK_IRF001312060","X","","2023-11-10",2023,"NOV","FRI","08:34","08","Sloane Square","Booking Hall","","08.34
A white male, scruffy in appearance approached the exit Wide Aisle Gate where CSA MM and CSS SI were stood. Once he passed through the gate, completely unprovoked, he began abusing CSA MM calling her amongst other things, a ‘fucking terrorist’ and of ‘trying to incite a riot’. CSA MM said nothing to him in reply. He continued on in an aggressive manner for about 30 seconds then headed towards the station exit to leave but then turned around and again continued his tirade. After approx. 20 seconds, he left the station.

As this was an unprovoked assault, there may have been some impairment at play.

No BWC footage available

Duty of care given to CSS MM who was unaffected by the incident and continued her duties.","Verbal","","CSS2","","","","","","","","","","","",8,"","","Staff verbally abused by customer","UK_IRF001312060","230-10112023",20231110
"","X","","2023-11-10",2023,"NOV","FRI","08:11","08","","Station Entrance","","""Assault Type: Verbal
Specific Assault Type: Abuse
Location of Accident: Station
Specific Location: Ealing Broadway Station
Summary of Events: Around 08:11 whilst conducting a check outside station entrance, I noticed 2 rough sleepers sleeping by the xxxxx’s office and made a friendly conversation but the person didn’t comply and started verbally abusing by swearing. This was immediately reported to MTR Control CEC and requested for Landsheriffs to attend the site. An hour passed by and no sign of Landsheriffs on site. I contacted CEC and was informed about a situation ongoing at Hayes. I called Hayes station about in 10 minutes or so and found out that Landsheriffs never attended the station. Meanwhile there were more rough sleepers outside station entrance. Report has been made via Streetlink.
Body Cam: No""","Verbal","","","","","","","","","","","","","",8,"","","Chain of Care Provided","199709","",20231115
"UK_IRF001312136","X","","2023-11-10",2023,"NOV","FRI","16:58","16","London Bridge","Booking Hall","","Whilst performing my revenue duties on the way in gate line at London bridge on the northern gate line. 2 individuals doubled through the wag. i stopped one of them and proceeded to issue them a penalty fare and the other was stopped by RCI seamus. The latter individual then declared threats against seamus. he threatened to ""smash him up"" and ""stab him up"". upon hearing this the CSM called over the intercom for BTP. The suspect left by pushing out on the exit wag. The suspect then returned later where he was then searched and arrested by the BTP. A knife was found on him. myself and seamus were made to give statements to the police., seamus as a victim and myself as a witness. CSA Steven David also caught the interaction on his Body worn camera 255983, the upload reference is wva 10112023-195635","Threat","","RV50","","","","","","","","","","","",8,"","","man threatens Rci Seamus after being questioned about his lack of ticket, man later gets arrested for his threats","UK_IRF001312136","467101123",20231110
"UK_IRF001312193","X","","2023-11-10",2023,"NOV","FRI","23:35","23","Victoria","Gate line","","At approximately 23:47 I heard CSA 9856854 over the radio calling for assistance of the BTP on the D&C gateline to assist with a very drunk male attempting to travel.
I made my way from the CSS office toward the D&C ticket hall when I saw CSA 9856854 standing in front of the entry gate adjacent to WAG24. I approached my colleague and asked what was going on, although it was very apparent to me that this man was very drunk.
CSA 9856854 was calmly saying to the man that he was not fit to travel and suggested he leave the station get some air and a coffee & comeback later to travel.
After a minute or so, I again asked for the BTP via my radio. During our wait the man became very verbally abusive, saying we were racist, homophobic, then he made ageist, and homophobic remarks against me saying that I was a lesbian (which is correct). He asked for a manager, I replied I am the manager. He asked for the police. I replied that the police had been called and that it was his best option to leave the station now before the police arrive.
The man said, I am so old I should be sitting at home by the fire looking after my grandchildren. He accused my colleague of being racist, homophobic and Gay all in the same sentence, he continued with these rants for the whole duration of our wait for BTP assistance.
All this time we did not respond to his statements, just explained to him that he was not fit to travel.
Our radios were on full volume, at some point, base confirmed that BTP were on route via his 999 call. Shortly after hearing this message, the man turned away from the gates and started walking down the link corridor from the D&C way in gates to the Vic ticket hall and exits.
We were walking a safe distance behind to ensure he left the station, suddenly he swings around right arm outstretched and hits me full on in the face with the open palm of his hand.
The force causes me to become off balance and I’m knocked into the CIB which moves sideways but it was sufficient support to allow me to regain an upright position. I immediately informed base via the radio that I have now been physically assaulted.
My colleague who was walking along with me & having witnessed the assault, instinctively pursued the assailant who was attempting to run out of the New Sussex Stairs. When I reached the area mid landing my assailant was being restrained by his arms, sitting on the floor. Another CSA 9849610 was also present to support us.
The police arrive a few minutes later.","Physical","","CSA1","","","","","","","","","","","",8,"","","Male seemed intoxicated, alcohol and drugs","UK_IRF001312193","",20231111
"UK_IRF001312194","X","","2023-11-10",2023,"NOV","FRI","23:00","23","Edgware","Booking Hall","","Staff member CSA racially abused by customer at approx 23:05 hrs ,BTP requested and arrived at 23:22 hrs after investigating incident and speaking to myself and member of staff customer was eventually arrested after abusing the BTP officer statements taken from member of staff CSA and myself . BTP left station at approx 02:12 hrs LIS ,service control and LUCC updated during and after incident.","Verbal","","CSA1","","","","","","","","","","","",8,"","","Member of staff CSA verbally racially abused by customer ,BTP attended and customer arrested.","UK_IRF001312194","68610112023",20231111
"UK_IRF001312193","X","","2023-11-10",2023,"NOV","FRI","23:35","23","Victoria","Gate line","","At approximately 23:47 I heard CSA 9856854 over the radio calling for assistance of the BTP on the D&C gateline to assist with a very drunk male attempting to travel.
I made my way from the CSS office toward the D&C ticket hall when I saw CSA 9856854 standing in front of the entry gate adjacent to WAG24. I approached my colleague and asked what was going on, although it was very apparent to me that this man was very drunk.
CSA 9856854 was calmly saying to the man that he was not fit to travel and suggested he leave the station get some air and a coffee & comeback later to travel.
After a minute or so, I again asked for the BTP via my radio. During our wait the man became very verbally abusive, saying we were racist, homophobic, then he made ageist, and homophobic remarks against me saying that I was a lesbian (which is correct). He asked for a manager, I replied I am the manager. He asked for the police. I replied that the police had been called and that it was his best option to leave the station now before the police arrive.
The man said, I am so old I should be sitting at home by the fire looking after my grandchildren. He accused my colleague of being racist, homophobic and Gay all in the same sentence, he continued with these rants for the whole duration of our wait for BTP assistance.
All this time we did not respond to his statements, just explained to him that he was not fit to travel.
Our radios were on full volume, at some point, base confirmed that BTP were on route via his 999 call. Shortly after hearing this message, the man turned away from the gates and started walking down the link corridor from the D&C way in gates to the Vic ticket hall and exits.
We were walking a safe distance behind to ensure he left the station, suddenly he swings around right arm outstretched and hits me full on in the face with the open palm of his hand.
The force causes me to become off balance and I’m knocked into the CIB which moves sideways but it was sufficient support to allow me to regain an upright position. I immediately informed base via the radio that I have now been physically assaulted.
My colleague who was walking along with me & having witnessed the assault, instinctively pursued the assailant who was attempting to run out of the New Sussex Stairs. When I reached the area mid landing my assailant was being restrained by his arms, sitting on the floor. Another CSA 9849610 was also present to support us.
The police arrive a few minutes later.","Physical","","CSMX","","","","","","","","","","","",8,"","","Male seemed intoxicated, alcohol and drugs","UK_IRF001312193","",20231111
"UK_IRF001312181","X","","2023-11-11",2023,"NOV","SAT","00:53","00","Bank","Other Public Area","","At approximately 00.53 CSA JW was vaping outside the Fish Street hill exit when he was a approached by a man in his mid twenties.  The man was white and had brown hair. He was wearing a black top. The man asked why the gates were shut. CSA JW explained that there had been an incident on the station that caused the inspector sands alarm to go off. The man became aggressive and verbal abused CSA JW using racial language. CSA JW said to the man that he couldn't say that to him. The man then pushed CSA JW three times in the upper chest. The man's friend escorted him away and then walked towards Grey street. CSA LN witnessed the assault taking place. CSA JW came to the operations room at approximately 00.56. He was visibly shaken. CSS LG sat with CSA JW and recorded his statement. CSS LG offered a duty of care to CSA JW. CSA JW said he would go home and call the police in the morning. CSA JW was on RD on Saturday and is supposed to return on Sunday. CSA JW said that he would call work on Saturday and let them know the crime reference number once he had spoken to the police. CSA LN was happy to give a witness statement to the Police. CCTV has not been viewed. Camera 22 offers the best view available.","Physical","","CSA1","","","","","","","","","","","",8,"","","Staff assaulted at exit.","UK_IRF001312181","",20231111
"UK_IRF001313905","X","","2023-11-11",2023,"NOV","SAT","23:10","23","Vauxhall","Escalator (near escalator)","","23:10 - Whilst conducting the hourly station security checks CSA T who came to assist from Brixton was assaulted by two white males. It happened as CSA was stepping on the up escalator on the lower circulating area where she felt a thump on the back of her head. She described the people as two white males. One wearing a greeny shirt and the other a blue shirt. Despite being struck she described the incident as banter rather than intent to hurt. Duty of care given. CSA insisted will continue their duty as normal.","Physical","","CSA1","","","","","","","","","","","",8,"","","CSA was slapped in the back of her head at the bottom of the escalator as she was or had just got on the escalator . She described it as banter and not intent to hurt. She declined further help and proceeded with her duty as normal.","UK_IRF001313905","",20231118
"","X","","2023-11-11",2023,"NOV","SAT","21:27","21","","Gate line","","""Assault Type: Verbal
Specific Assault Type: Discrimination
Location of Accident: Station
Specific Location: Canary Wharf Station
Summary of Events: Three females pushed through the barriers to exit, then returned and pushed through to enter again, I called for them to ask for a ticket to which they began screaming a string of homophonic slurs at me non stop as they headed down to the platform
Body Cam: No""","Verbal","","","","","","","","","","","","","",8,"","","Chain of Care Provided","199738","",20231115
"","X","","2023-11-11",2023,"NOV","SAT","15:56","15","","Gate line","","""Assault Type: Verbal
Specific Assault Type: Threat
Location of Accident: Station
Specific Location: Custom House Station
Summary of Events: As I was standing on the main gateline I saw a rush of people coming up from a train so I opened the side gate so that people could tap out quicker, one gentleman that came through tried to tap but his card didn’t read so I told him that it didn’t go through. He then turned around to tap it again, it went through this time. I then said “yeah, it’s gone through” at that point he was facing me and made a gesture with his hand going down like he was going to grab my vagina however he then stopped and walked off. He muttered something in his language and went on his way. From this I was in shock. I feel very uncomfortable and feel a bit disgusting. I then called my DCEM to seek advice.IC2 male. Blue tracksuit, black gilet.
Body Cam: No""","Verbal","","","","","","","","","","","","","",8,"","","Chain of Care Provided","199734","",20231115
"UK_IRF001312255","X","","2023-11-11",2023,"NOV","SAT","09:45","09","Kings Cross","Gate line","","09:45Hrs
A customer approached the tube gate line seeking directions to Shepherd's Bush. Kilo 103 provided an alternative route due to the Met line closure because of engineering works. The customer returned after 15 minutes, falsely accusing Kilo 103 of misinformation. Despite confirmation from Kilo 74 that the information was accurate, the customer became verbally abusive, making racial and degrading remarks towards Kilo 103 and his relatives. Kilo 103 was moved to a place of safety, and Sierra 18 assisted the customer towards Shepherd's Bush Station.

Sierra 18 attempted to diffuse the situation, and Kilo 103 was relocated to ensure his safety. Duty of care was provided. Both the Customer Service Manager on duty and Area Manager were promptly informed. British Transport Police was contacted and log reference number 231 11/11/2023 was given.","Threat","","CSA1","","","","","","","","","","","",8,"","","work place violence","UK_IRF001312255","",20231111
"UK_IRF001312333","X","","2023-11-11",2023,"NOV","SAT","17:25","17","Embankment","Other Public Area","","At 17:15 Escalator 2 was stopped by the diamond and this had a knock on effect with the upper step being put out of place a job was raised on the escalator job ref 56053195. CSA1 was writing a Service information board to inform customers to walk down the escalator or use Escalator 3.
A group of males and a female approach the CSA one of the males , who was white and six four in height wearing dark blue half zip hoodie dark jeans with brown hair started to give the CSA abuse and began verbal aggressive words against the CSA.","Threat","","CSA2","","","","","","","","","","","",8,"","","this COULD BE RELATED TO TODAY EVENTS AND DRUNKNESS OR DUGS","UK_IRF001312333","",20231111
"UK_IRF001312360","X","","2023-11-11",2023,"NOV","SAT","17:15","17","Stockwell","Booking Hall","","Incident 1715-1848 ** Staff Assualt **

1715-1720
Small dog running around ticket hall- had apparently came in from street level. STK 64 quickly picked the dog up to ensure that it wouldn't hurt itself, or member of the public- STK 64 also tried to find the owner.
1720-1725
male ( Bald, mid 40s, 6ft tall, white, Eastern European dissent, wearing: Arsenal top, jeans and black shoes/ trainers) came up to the gateline screaming and swearing and then demanded the dog back. STK 64 was trying to ascertain if the dog was his when he ripped the dog out of her arms, in the process- grabbing her throat and also pushing her. The force was that great that the BWV that STK 64 was wearing was knocked to the floor, and the lanyard that STK 64 was wearing was snapped. (device no. 432098) STK 06, STK 08 and STK 33 were immediately on the spot to help STK 64. The male then left the station, after the assault still swearing and being aggressive. Duty of care was given to STK 64- who was asked to go to the SCR.
1725
CSM was called who was working at Brixton and he made his way from Brixton very quickly for a welfare check. STK 64 was shaken, and had a sore back from the interaction with the male. LAS was offered, but not wanted- STK 64 wanted to go home and get away from the area of the stressful situation.
1740
Call from Katie at the LUCC to ascertain what had happened- situation explained and that STK 64 did not require LAS, but would be going home. Informed that a DRM / BTP were on their way. Special taxi home was offered to STK 64- to be taken when required and after STK 64 had spoken to BTP- was told to ring 1800 for this when needed.
1745
Victoria Line Service Manager called for an update- his concern was appreciated by all.
1746-1753
Duty of care further provided by CSM 02 to STK 64- it was decided that she would get the special taxi and go home - eta of BTP was at least 45 minutes and STK 64 wanted to go home and talk to the BTP in more relaxed surroundings for her.
1754
Special taxi booked via LUCC ( ref: 1842862621)
1758
Victoria Line Service Manager further informed.
1759-1848
STK 64 was made comfortable 
LUCC also rang and asked for her mobile number so that the BTP could directly contact her- there were further delays with the BTP coming due to the marches in the local vicinity and the police being needed elsewhere.
STK 64 went outside to wait for special taxi with CSM 02- however, due to the traffic outside the taxi was taking a long time so STK 64 decided to get a train home to Morden. STK 64 by this time was ok to travel to Morden by herself- she stated that her back was getting progressively more painful.
BTP references to follow when BTP talk to STK 64 and take a statement off of her.
Cameras that will need to be viewed: 013 020 021 025 ( not viewed by station team, as it is a crime)
BWV that was being worn by STK 64 will be asked to be downloaded.","Physical","","CSA2","","","","","","","","","","","",8,"","","Male assaulted a member of staff- who was holding his dog who had come into the ticket hall. He grabbed the dog from her and in effect, grabbed her throat and pushed her. This was a violent act and STK 64 suffered shock and a neck and back injury from it.","UK_IRF001312360","not availeble",20231111
"UK_IRF001312622","X","","2023-11-12",2023,"NOV","SUN","01:38","01","Stratford","Booking Hall","","01.38 CSAs radio from gate line requesting BTP, male being aggressive. 
01.40 BTP requested 
CSS and CSM attending. 
CSS  instructed male to move away from CSAs and took him to unpaid side of the gate line. Male intoxicated, stating he was a manager for John Lewis and that he had received poor customer service. Male had missed his last train from Plat 11 to Northumberland Park, this train departs at approx 23.00hrs. 
01.42 BTP on site. 
Both CSAs had provided the male with different options to use night tube services to travel to the area he wished to go, but the male had not taken notice, he became angry, aggressive and threatening.
The male  made comments  to CSA1 about his ethnicity , was aggressive towards him and threatened to burn him and burn the station down. Male then went through the tensa barrier around the glap towards CSA1, CSA2 pushed CSA1  into the glap and closed door for his safety. CSA2 then moved away and the male was aggressive to him and grabbed his arm, CSA2 moved away. Male again commented on both CSAs ethnicity and continued shouting and being aggressive. CSAs called control room for BTP. 
Male was arrested and taken from station. 
Both CSAs provided statements to BTP. 
BWC footage is from CSS BWC , as CSAs had not activated theirs.
Duty of Care provided to both CSAs by CSM.","Physical","","CSA1","","","","","","","","","","","",9,"","","Male was aggressive and assaulted staff, due to missing his last train.","UK_IRF001312622","2300133671",20231114
"UK_IRF001312622","X","","2023-11-12",2023,"NOV","SUN","01:38","01","Stratford","Booking Hall","","01.38 CSAs radio from gate line requesting BTP, male being aggressive. 
01.40 BTP requested 
CSS and CSM attending. 
CSS  instructed male to move away from CSAs and took him to unpaid side of the gate line. Male intoxicated, stating he was a manager for John Lewis and that he had received poor customer service. Male had missed his last train from Plat 11 to Northumberland Park, this train departs at approx 23.00hrs. 
01.42 BTP on site. 
Both CSAs had provided the male with different options to use night tube services to travel to the area he wished to go, but the male had not taken notice, he became angry, aggressive and threatening.
The male  made comments  to CSA1 about his ethnicity , was aggressive towards him and threatened to burn him and burn the station down. Male then went through the tensa barrier around the glap towards CSA1, CSA2 pushed CSA1  into the glap and closed door for his safety. CSA2 then moved away and the male was aggressive to him and grabbed his arm, CSA2 moved away. Male again commented on both CSAs ethnicity and continued shouting and being aggressive. CSAs called control room for BTP. 
Male was arrested and taken from station. 
Both CSAs provided statements to BTP. 
BWC footage is from CSS BWC , as CSAs had not activated theirs.
Duty of Care provided to both CSAs by CSM.","Threat","","CSA1","","","","","","","","","","","",9,"","","Male was aggressive and assaulted staff, due to missing his last train.","UK_IRF001312622","2300133671",20231114
"UK_IRF001312597","X","","2023-11-12",2023,"NOV","SUN","20:05","20","Vauxhall","Station Entrance","","Incident - 2005 CSA 11 radio'd CSM to advise of a female acting erratically at exit 2.
CSM went to investigate and found a female 40s/50s climbing over the stair dividers on exit 2 and was shouting at customers.
CSM spoke with female and asked her to get down she continued to shout and abuse staff.
2015 BTP called with reference 61512112023
2020 Exit 2 closed to customers whilst the incident was on going.
CSM kept at distance from the female after she started attempting to spit at staff 
2037 BTP chased by CSM due to female now attempting to spit at staff
2055 BTP crew R51Lates arrived and removed female from station and exit 2 reopened to customer access
BTP crew advised due to likely drug and alcohol use female will be taken to a local hospital via LAS","Threat","","CSM2","","","","","","","","","","","",9,"","","Intoxicated female causing anti social behaviour","UK_IRF001312597","61512112023",20231114
"UK_IRF001312590","X","","2023-11-12",2023,"NOV","SUN","17:00","17","East Finchley","Official Walkway","","1700 hours   3 teenage boys on mountain bikes were causing chaos at the station.  They were ridding their mountain bikes from the station main entrance and side by the shop through the corridor at high speed towards the causeway and refused to listen to CSA1 Walter.  They threw the slippery floor yellow cones, brooms and dust pan in the corridor leading to the platforms.  They threw a green bike with force blocking gate 45 and went round again and rode again at high speed from the main entrance through to the causeway.  Walter showed them the no ride sign and they told him to ""F"" off and shut up.   They were being aggressive and abusive.   We called BTP.  No response.  We text them and they responded.   We closed the side entry by the shop and the exit gate by the cause way and all waiting rooms.  BTP called few times to monitor the situation and to check if the boys were still around.  They left after 45 minutes so BTP cancel the request.  They advised us to call or text them again should the teenagers return.","Verbal","","CSA1","","","","","","","","","","","",9,"","","May be the installation of off set barriers that does not allow cyclists to speed through without stopping.  Barrier like those in park entrances that will slow them down and they'll have to get off the bike and walk the bike to manoeuvre through the entrance or exit  of the walk way.","UK_IRF001312590","",20231114
"UK_IRF001312545","X","","2023-11-12",2023,"NOV","SUN","16:10","16","Newbury Park","Gate line","","Approx. 1608 CSS CM was approached by LAS on the gateline by WAG 21, looking for a male who had rang them for help to get to the hospital.  CSS CM advised that they had just resumed form their meal break, the gateline was unmanned and wasn’t aware of anyone.

A male then interrupted the conversation, asking CSS CM to let them out because he was carrying a sleeping child and holding 2 small paper bags.  CSS CM advised he would need to tap out to avoid a penalty fare and use the wide gate at the exit around the other side.  The male told the CSS CM he couldn’t reach his oystercard, hence why he was asking CSS CM to let him out, and gave CSS CM permission to reach into his pocket and take his oystercard out for him.  CSS CM told him, they couldn’t do that and suggested that he ask the other child who was with him on foot to take it out for him, or he could rest the bags on the seat in the photo-me booth whilst he reached for his oystercard.


CSS CM then advised the male that they needed to finish speaking to LAS because they were already speaking to them before he arrived.  The male then began shouting loudly at CSS CM, saying they weren’t being helpful and wanted their name and number to report them, this isn’t customer service.  When CSS CM finished speaking to LAS, they then turned to assist the male by opening WAG21, so they could leave, but the male continued shouting at CSS CM, stating that they were refusing to help them, and they don’t want the gate open, what they want is the CSS name and number.  The CSS showed the male their name badge and the male asked for the CSS number.  CSS CM advised that they do not have a number and the male shouted that they are avoiding answering the question, and shouted again at the CSS demanding I want your your number and name.  CSS CM showed the male their name badge again and stated they do not have a number.  The male then shouted at CSS CM, that they should hang on, he’s taking his kids out the station and coming back to deal with them.

CSS CM dealt with another female customer who was also waiting for assistance.  CSS SV then appeared on the gateline and CSS CM advised them of what had just happened.  CSS SV advised CSS CM to go to the office for safe keeping and open all the gates.","Verbal","","CSS1","","","","","","","","","","","",9,"","","Unknown.","UK_IRF001312545","",20231114
"UK_IRF001312801","X","","2023-11-13",2023,"NOV","MON","17:00","17","Aldgate East","Booking Hall","","17:00 CSA GN24 Radioed the CSS to say that there is a Customer Filming around the Gallery End of the Station who when Approached by Staff has become quite Aggressive.

CSS Making his way to Assist via Platform One where the Customer has now Boarded a W/B Train 002.

I then Informed CSA GN24 that we are not Authorised to Hold the Train & to Move Away from the Train & the Customer.

I asked the Customer to come off the Train & Explain to me what had happened, at this point I was unaware of what the Customer had Called CSA GN24.

The Customer who was quite Calm & told me that he was Filming the Whitechapel Gallery & the Station for a Project he was working on.

CSA GN24 then told me that the Customer had Called him ""Pussy"" & that CSA GN27 had Witnessed this

My Immediate priority was to keep the two of them Separated & Apart as CSA GN24 was quite Visibly Upset.

At this point the Customer then Boarded Train 022 Last Car which Departed the Station at 17:04.

I then sat down with CSA GN24 to give him a Duty of Care, CSM at Whitechapel also Informed who Spoke to CSA GN24 as well.

CSA GN24 Asked as to whether he was Fit & Well enough to carry out his Remaining Duties.

BTP Informed via 61016/Email Ref:440-13112023.

The Customer Description is Tall Possibly 6ft, Slim, East African Male, Mid 30's, Light Green Jacket, Tracksuit Bottoms & Wearing a Face Covering.

Best Possible CCTV Cameras are 43, 47, 48, 49 & 52.","Verbal","","CSA1","","","","","","","","","","","",9,"","","Verbal Abuse of Staff at Aldgate East.","UK_IRF001312801","440-13112023",20231113
"UK_IRF001312631","X","","2023-11-13",2023,"NOV","MON","04:58","04","Uxbridge Sidings","Passenger Train (in car)","","T/Op on 935 duty (Sun 12/11/23 night turn) was racially abused at Uxbridge platform 4 before stabling their train.","Verbal","","TO21","","","","","","","","","","","",9,"","","T/Op booked off sick, half way through their night turn duty. Reported to BTP by Harrow TM. T443 cancelled in consequence in morning from Uxbridge sidings. EIRF reference IRF001312618.","UK_IRF001312631","",20231118
"UK_IRF001312950","X","","2023-11-13",2023,"NOV","MON","13:13","13","Warren Street","Gate line","","Persistent black male aged 55 wearing a black hooded jacket and a top with African print who previously made sexual advances approached Rebecca Bernard Nieves approached her assuming she was taking his photo, he kept taunting her and said please take my photo and number. She told him to leave her alone and not to bother her again. He forced the WAG.  - Verbal & Gesture Abuse - Unprovoked / Other - Employee did not request support from their manager","Verbal","","CSA1","","","","","","","","","","","",9,"","","This incident is being investigated by BTP, Revenue and WPV unit.","UK_IRF001312950","TBC",20231114
"UK_IRF001312614","X","","2023-11-13",2023,"NOV","MON","00:23","00","Burnt Oak","Booking Hall","","0019 CSS LSF arrived at Burnt Oak to close the station due to unavailability of staff.
0022 CSS was coming to the gateline, male was seen entering the station.
          CSS asked male to leave, he started becoming abusive stating 'You're like the rest of them, go fuck off'
          Once again he was asked to leave as the station was closed. He became more agitated.
0023 As CSS was exiting behind the male, he stated 'You can suck my dick as that is all your pretty mouth is good for'.
          He then added 'If you wasn't such a stuck up bitch, I'd have my way with you.'
0024 Male left the station got onto a bus. CSS locked up Burnt Oak and got back into taxi to Colindale.","Verbal","","CSS2","","","","","","","","","","","",9,"","","Male unhappy due to station being closed and asked to leave.","UK_IRF001312614","",20231114
"UK_IRF001312618","X","","2023-11-13",2023,"NOV","MON","00:55","00","Uxbridge","Platform","","T/Op on T411 (935 duty) was racially abused at Uxbridge station. He was detraining the train, an Asian man, in his mid to late thirties was asleep on the train, the T/Op went to wake him up by tapping the metal handrail to get the passengers attention. The passenger woke up and called the T/Op a ""Terrorist"". CSS was called by the LIS, who attended the train. CSS said the man was extremely aggressive when exiting the station.

Description of passenger: Asian male, wearing black hoodie, grey jeans, green trainers, mid to late thirties. 

T411 (Unit 21116) was on Platform 4 at Uxbridge, racial attack happened on second or third carriage from front of train. 
Incident happened around 00:45 - 00:55 on 12/11/23. T/Op reported to Harrow TM at 01:15. 
Harrow TM reported to BTP at 01:40 (Reef: 30/13112023)
T/Op booked off as a result of this incident.","Verbal","","TO21","","","","","","","","","","","",9,"","","BTP informed, officers will call T/Op on 13/11/2023 to take his version of events, and will request CCTV download of T411, and any station CCTV footage.","UK_IRF001312618","30/13112023",20231114
"UK_IRF001312804","X","","2023-11-13",2023,"NOV","MON","17:00","17","North Acton","Booking Hall","","1700 - Bang was heard on the external office door. CSS went to investigate to find a male shouting and swearing at both members of staff and also public while also being quite aggressive
1701 - CSS called BTP after requesting male to leave with a reference of 391 of 13/11/2023 and an ETA of 15 minutes
Male shortly left the station and the CSS and CSA both took refuge in the SCP until police arrival
1720 - BTP B305/B317 on site however male had disappeared and not able to be found
1730 - BTP took details of staff members and incident and then departed

Staff all ok though the CSS was sworn at. BWC 257625 was recording","Threat","","CSS2","","","","","","","","","","","",9,"","","Lost property caused by himself","UK_IRF001312804","",20231113
"UK_IRF001312786","X","","2023-11-13",2023,"NOV","MON","14:40","14","Finsbury Park","Gate line","","IC3 male double gated behind a customer, TSE engaged with male, male then pushed officer 9360, TSE engaged in a physical intervention took male to the wall. TSE then tried to deescalate  incident, male calmed down but then lashed out at officer 9159 striking in the face with his elbow injury his right eye leaving swelling. officer 9272 and officer 9363 then re engaged into a physical intervention and took him to the bus garage wall holding him there till BTP arrived. officer 9372 then engaged with the male trying to calm him down, the male then kick officer 9372 in the stomach. BTP arrived and arrested the male.","Physical","","","","","","","","","","","","","",9,"","","Male double gated on exit at Station place TSE staff engaged with male who then became violent.","UK_IRF001312786","31513112023",20231113
